evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
124,D,1,                      ,D[AR/302/218/334]
125,D,0,                      ,D[FL/262/218/334]
126,P,0,P[   0/ 159/ 136/  13],             
127,D,0,                      ,D[IM/ 26/218/334]
128,D,0,                      ,D[FL/235/218/334]
129,D,1,                      ,D[FL/122/218/334]
130,D,1,                      ,D[AR/ 38/217/334]
131,D,0,                      ,D[FL/120/217/334]
132,D,1,                      ,D[IM/114/217/334]
133,D,1,                      ,D[AR/225/217/334]
134,P,0,P[  -4/  36/  94/  32],             
135,D,1,                      ,D[AR/226/217/334]
136,P,1,P[  -4/   1/ 249/  -4],             
137,P,1,P[  -3/  18/ 221/  -2],             
138,P,0,P[ -20/  73/  20/  71],             
139,P,1,P[  -1/   8/ 144/   7],             
140,D,0,                      ,D[AR/ 59/216/334]
141,D,0,                      ,D[AR/243/216/334]
142,P,1,P[  -7/   5/ 115/   3],             
143,P,0,P[ -42/  14/  42/ -36],             
144,P,0,P[  -2/  19/ 203/   3],             
145,P,0,P[  -6/  42/ 150/  41],             
146,P,1,P[ -74/  15/  74/ -60],             
147,P,0,P[  -2/  16/ 109/  14],             
148,P,1,P[  -6/   4/ 232/  -6],             
149,D,0,                      ,D[AR/137/216/334]
150,D,1,                      ,D[AR/292/216/334]
151,D,0,                      ,D[FL/309/216/334]
152,D,0,                      ,D[FL/143/216/334]
153,P,1,P[  -5/  20/ 248/  -5],             
154,D,0,                      ,D[FL/189/214/334]
155,D,1,                      ,D[FL/236/214/334]
156,P,0,P[  -9/   5/  74/  -6],             
157,D,0,                      ,D[AR/225/214/334]
158,D,0,                      ,D[FL/ 23/214/334]
159,D,1,                      ,D[FL/113/214/334]
160,D,1,                      ,D[AR/131/214/334]
161,D,1,                      ,D[FL/187/214/334]
162,P,0,P[ -63/   2/  63/ -58],             
163,D,1,                      ,D[IM/230/214/334]
164,D,0,                      ,D[FL/143/214/334]
165,P,1,P[ -11/   8/ 114/ -11],             
166,P,0,P[   0/  17/ 215/   2],             
167,P,1,P[  -3/  23/  61/  -1],             
168,P,1,P[  -7/   3/ 155/   2],             
169,P,1,P[ -48/  23/  90/  22],             
170,D,1,                      ,D[AR/ 44/214/334]
171,P,1,P[  -4/   2/ 288/  -4],             
172,P,1,P[   0/  14/ 271/  13],             
173,P,1,P[  -1/   9/ 182/  -1],             
174,D,0,                      ,D[AR/233/212/334]
175,D,0,                      ,D[FL/113/212/334]
176,P,1,P[  -2/  49/  38/  41],             
177,D,1,                      ,D[FL/ 81/212/334]
178,P,0,P[  -4/   7/ 163/  -4],             
179,P,1,P[ -27/   9/  63/   5],             
180,P,1,P[   0/  11/ 321/   1],             
181,D,0,                      ,D[AR/221/210/334]
182,D,1,                      ,D[IM/ 27/210/334]
183,P,0,P[   0/   3/ 305/   2],             
184,P,1,P[  -5/   2/ 110/  -5],             
185,D,0,                      ,D[FL/ 35/210/334]
186,D,0,                      ,D[AR/208/210/334]
187,D,0,                      ,D[AR/271/210/334]
188,D,1,                      ,D[AR/226/210/334]
189,D,0,                      ,D[IM/126/210/334]
190,D,0,                      ,D[IM/ 46/210/334]
191,P,1,P[ -24/   4/ 189/   3],             
192,P,0,P[  -1/   1/  88/  -1],             
193,D,0,                      ,D[FL/190/210/334]
194,D,1,                      ,D[AR/171/210/334]
195,P,1,P[ -22/  85/  22/  82],             
196,D,0,                      ,D[FL/170/209/334]
197,P,1,P[ -26/   4/ 134/ -25],             
198,P,0,P[ -10/   4/ 288/   3],             
199,P,0,P[ -52/   2/  52/ -52],             
