evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
94,D,0,                      ,D[AR/221/216/334]
95,D,1,                      ,D[FL/214/216/334]
96,D,0,                      ,D[FL/121/216/334]
97,P,0,P[  -4/  40/  95/  34],             
98,P,0,P[  -5/   2/ 171/  -5],             
99,P,0,P[  -7/   0/ 193/  -7],             
100,P,0,P[ -18/   0/ 116/  -2],             
101,P,1,P[ -15/  21/ 114/  19],             
102,P,1,P[  -4/  21/ 253/  19],             
103,P,0,P[  -3/   5/ 198/  -3],             
104,D,0,                      ,D[FL/262/216/334]
105,P,0,P[  -4/   9/  82/   8],             
106,P,0,P[  -8/   0/ 287/  -7],             
107,D,1,                      ,D[FL/169/216/334]
108,P,0,P[ -29/  36/  29/ -23],             
109,D,0,                      ,D[AR/273/216/334]
110,D,0,                      ,D[FL/ 25/216/334]
111,P,1,P[  -9/   5/  92/  -8],             
112,P,0,P[ -38/  27/  52/  19],             
113,P,1,P[ -28/  79/  28/ -27],             
114,D,0,                      ,D[AR/  2/217/334]
115,D,1,                      ,D[FL/302/217/334]
116,P,0,P[   0/  39/ 276/  38],             
117,D,1,                      ,D[FL/281/217/334]
118,D,1,                      ,D[AR/247/217/334]
119,P,1,P[ -12/   4/  35/ -12],             
120,P,0,P[   0/   9/ 231/   8],             
121,P,0,P[   0/  10/ 242/   1],             
122,D,1,                      ,D[FL/ 76/218/334]
123,D,0,                      ,D[IM/186/216/334]
124,D,1,                      ,D[AR/  2/216/334]
125,D,0,                      ,D[FL/309/216/334]
126,D,1,                      ,D[FL/194/216/334]
127,D,1,                      ,D[AR/ 38/216/334]
128,D,1,                      ,D[FL/281/216/334]
129,D,0,                      ,D[AR/225/216/334]
130,D,0,                      ,D[FL/166/216/334]
131,D,1,                      ,D[IM/231/216/334]
132,D,1,                      ,D[AR/301/216/334]
133,P,1,P[ -31/   4/ 260/ -30],             
134,P,1,P[ -24/  14/  24/  12],             
135,D,0,                      ,D[AR/269/215/334]
136,P,0,P[  -3/ 196/ 117/   6],             
137,D,1,                      ,D[FL/238/215/334]
138,D,1,                      ,D[FL/170/215/334]
139,P,1,P[  -3/   3/ 176/   2],             
140,D,1,                      ,D[AR/ 27/216/334]
141,P,1,P[  -1/  21/ 122/   2],             
142,D,1,                      ,D[AR/183/216/334]
143,P,1,P[  -4/   6/ 101/  -4],             
144,P,1,P[  -6/   9/ 213/  -6],             
145,P,0,P[ -10/   3/ 229/   2],             
146,P,0,P[  -2/  13/  86/   1],             
147,P,1,P[  -2/   0/ 206/  -2],             
148,P,0,P[  -1/   0/ 145/  -1],             
149,P,0,P[  -4/   6/ 150/  -4],             
150,P,0,P[  -2/   1/  74/  -2],             
151,P,0,P[  -8/   3/ 109/   1],             
152,P,0,P[ -18/   4/ 278/ -18],             
153,D,1,                      ,D[AR/290/216/334]
154,D,0,                      ,D[FL/309/217/334]
155,P,0,P[  -3/   0/ 248/  -3],             
156,D,1,                      ,D[AR/196/217/334]
157,D,1,                      ,D[AR/112/216/334]
158,P,1,P[  -2/   1/  74/  -2],             
159,D,1,                      ,D[AR/227/217/334]
160,D,1,                      ,D[FL/ 22/217/334]
161,D,0,                      ,D[FL/104/217/334]
162,P,1,P[  -5/   0/ 299/  -1],             
163,P,0,P[ -63/   0/  63/ -58],             
164,D,0,                      ,D[FL/235/218/334]
165,D,0,                      ,D[FL/302/218/334]
166,P,1,P[ -22/   7/  93/   3],             
167,P,1,P[ -11/   7/  67/   6],             
168,D,1,                      ,D[AR/214/217/334]
169,P,0,P[ -61/  30/  61/ -55],             
170,P,0,P[ -16/   5/ 155/   3],             
171,P,0,P[ -15/   0/  90/  -1],             
172,D,1,                      ,D[AR/ 41/217/334]
173,P,1,P[  -2/  23/ 123/  20],             
174,D,1,                      ,D[IM/263/217/334]
175,P,0,P[ -34/   0/  70/  -2],             
176,D,1,                      ,D[AR/244/217/334]
177,D,1,                      ,D[AR/ 89/215/334]
178,D,0,                      ,D[FL/217/215/334]
179,P,0,P[ -24/  82/  24/ -24],             
180,P,1,P[  -9/   9/  57/   6],             
181,P,1,P[ -13/   4/ 240/   1],             
182,P,0,P[  -7/   2/ 142/  -7],             
183,D,1,                      ,D[AR/197/214/334]
184,P,0,P[  -3/   0/ 248/  -3],             
185,P,1,P[ -19/  39/  19/  37],             
186,D,0,                      ,D[AR/226/213/334]
187,D,0,                      ,D[FL/126/213/334]
188,D,0,                      ,D[AR/183/213/334]
189,D,0,                      ,D[FL/120/213/334]
190,D,0,                      ,D[FL/259/213/334]
191,P,1,P[  -2/   2/ 133/  -2],             
192,D,0,                      ,D[FL/205/212/334]
193,D,0,                      ,D[IM/191/212/334]
194,P,0,P[  -1/   0/ 191/  -1],             
195,P,0,P[  -2/   3/ 175/  -2],             
196,D,0,                      ,D[AR/209/212/334]
197,D,0,                      ,D[FL/235/212/334]
198,P,0,P[ -55/  15/  55/   3],             
199,P,0,P[  -8/   0/ 128/  -8],             
