evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
148,D,0,                      ,D[FL/144/203/334]
149,D,1,                      ,D[FL/194/203/334]
150,D,0,                      ,D[AR/ 52/205/334]
151,P,1,P[  -1/   2/ 137/   1],             
152,P,0,P[  -6/   2/ 327/   1],             
153,D,1,                      ,D[AR/ 56/205/334]
154,D,0,                      ,D[AR/140/205/334]
155,P,0,P[  -2/   2/ 187/  -1],             
156,D,1,                      ,D[AR/130/205/334]
157,P,0,P[  -3/   1/  55/  -2],             
158,P,1,P[  -2/  79/   2/  74],             
159,D,1,                      ,D[AR/162/204/334]
160,P,0,P[  -5/   0/ 246/  -1],             
161,P,1,P[  -1/   0/ 129/  -1],             
162,P,0,P[   0/   5/ 181/   4],             
163,P,0,P[  -3/   3/  86/  -2],             
164,P,1,P[  -1/   6/ 241/  -1],             
165,P,1,P[  -3/   1/ 245/  -3],             
166,P,0,P[ -30/  55/  30/ -16],             
167,D,0,                      ,D[FL/ 30/205/334]
168,P,1,P[  -6/   5/ 150/  -6],             
169,P,0,P[ -28/   3/ 245/ -26],             
170,D,1,                      ,D[IM/100/205/334]
171,P,0,P[ -21/  85/  21/   4],             
172,P,0,P[ -33/  33/  33/ -32],             
173,D,1,                      ,D[AR/225/205/334]
174,P,1,P[   0/  15/ 264/  14],             
175,D,0,                      ,D[AR/140/206/334]
176,D,1,                      ,D[AR/ 46/206/334]
177,D,0,                      ,D[FL/ 31/206/334]
178,D,0,                      ,D[FL/169/206/334]
179,D,1,                      ,D[AR/ 27/206/334]
180,D,0,                      ,D[AR/131/206/334]
181,D,0,                      ,D[FL/254/206/334]
182,P,0,P[  -4/   0/ 260/  -3],             
183,D,0,                      ,D[FL/228/206/334]
184,D,0,                      ,D[AR/199/206/334]
185,D,0,                      ,D[AR/131/206/334]
186,P,0,P[  -1/   0/  61/  -1],             
187,P,0,P[  -3/   1/ 208/  -3],             
188,D,1,                      ,D[FL/ 72/206/334]
189,D,0,                      ,D[FL/171/206/334]
190,D,0,                      ,D[AR/ 52/206/334]
191,D,1,                      ,D[AR/271/206/334]
192,P,1,P[ -39/   5/ 291/   4],             
193,P,1,P[ -12/   6/  12/ -11],             
194,P,0,P[  -1/  10/ 122/  -1],             
195,D,0,                      ,D[FL/ 30/205/334]
196,P,1,P[  -1/   2/ 279/  -1],             
197,P,1,P[ -39/   1/  81/  -2],             
198,D,1,                      ,D[FL/259/206/334]
199,D,0,                      ,D[AR/129/207/334]
200,P,1,P[ -30/  55/  30/ -27],             
201,D,1,                      ,D[AR/140/207/334]
202,P,1,P[  -2/  60/ 169/  59],             
203,P,1,P[ -40/  42/  40/  38],             
204,P,0,P[  -3/   2/ 163/  -3],             
205,D,0,                      ,D[AR/110/206/334]
206,P,0,P[  -7/  14/ 151/  11],             
207,D,0,                      ,D[AR/279/206/334]
208,P,0,P[  -4/  19/ 198/  -4],             
209,D,1,                      ,D[FL/126/206/334]
210,D,1,                      ,D[FL/262/207/334]
211,D,1,                      ,D[AR/ 78/207/334]
212,D,0,                      ,D[FL/277/207/334]
213,P,0,P[ -30/  51/  30/  31],             
214,P,0,P[  -1/   6/ 298/  -1],             
215,P,0,P[  -2/   7/ 124/  -2],             
216,D,1,                      ,D[AR/ 94/207/334]
217,P,1,P[  -5/   4/ 113/  -5],             
218,D,0,                      ,D[IM/117/207/334]
219,D,0,                      ,D[AR/ 40/207/334]
220,D,0,                      ,D[IM/301/207/334]
221,D,0,                      ,D[FL/305/207/334]
222,D,1,                      ,D[FL/ 34/207/334]
223,D,1,                      ,D[FL/275/207/334]
224,P,0,P[  -9/   0/ 153/  -9],             
225,P,0,P[ -24/   2/  48/ -20],             
226,D,0,                      ,D[FL/307/206/334]
227,D,1,                      ,D[FL/306/206/334]
228,D,1,                      ,D[IM/310/206/334]
229,D,0,                      ,D[IM/284/206/334]
230,P,0,P[ -15/   0/ 279/ -15],             
231,P,0,P[  -1/  10/ 122/  -1],             
232,D,0,                      ,D[FL/167/206/334]
233,D,0,                      ,D[FL/146/206/334]
234,D,1,                      ,D[IM/252/206/334]
235,P,1,P[  -1/  10/ 276/   9],             
236,P,0,P[  -1/   6/ 328/   5],             
237,D,1,                      ,D[AR/302/205/334]
238,P,0,P[  -4/   3/ 110/   1],             
239,P,0,P[ -18/   3/ 188/ -17],             
240,P,1,P[  -1/   3/ 236/  -1],             
241,D,0,                      ,D[AR/218/204/334]
242,P,0,P[ -17/  42/  17/ -16],             
243,D,1,                      ,D[FL/281/204/334]
244,D,0,                      ,D[FL/113/204/334]
245,D,1,                      ,D[AR/  1/204/334]
246,D,1,                      ,D[AR/ 79/204/334]
247,P,0,P[  -6/   1/ 185/  -6],             
248,P,1,P[  -2/   7/ 134/   5],             
249,D,1,                      ,D[AR/ 39/204/334]
250,P,1,P[  -2/   0/  69/  -2],             
251,P,0,P[  -3/   4/ 114/  -3],             
252,P,0,P[  -5/   0/ 127/  -1],             
253,D,0,                      ,D[AR/ 60/204/334]
254,D,1,                      ,D[AR/139/204/334]
255,P,1,P[  -3/   0/ 306/  -1],             
256,D,0,                      ,D[AR/269/204/334]
257,D,0,                      ,D[AR/ 38/204/334]
258,P,1,P[  -1/   2/ 313/  -1],             
259,P,0,P[  -4/  91/ 119/  82],             
260,P,0,P[ -61/   1/ 228/  -9],             
261,P,0,P[  -1/   0/ 212/  -1],             
262,D,1,                      ,D[AR/ 79/204/334]
263,D,0,                      ,D[AR/129/204/334]
264,P,1,P[ -21/   5/  45/   4],             
265,D,0,                      ,D[AR/ 57/204/334]
266,D,0,                      ,D[AR/273/204/334]
267,D,0,                      ,D[FL/ 23/204/334]
268,P,1,P[  -4/  10/ 174/  -2],             
269,P,0,P[ -41/  16/  99/ -37],             
270,D,0,                      ,D[AR/ 79/204/334]
271,P,0,P[ -28/  24/  28/  23],             
272,P,0,P[  -7/  14/ 151/  -2],             
273,P,1,P[ -17/  42/  17/  38],             
274,D,1,                      ,D[AR/ 88/204/334]
275,P,0,P[ -12/  97/  12/  84],             
276,P,0,P[  -2/  14/ 149/  -1],             
277,P,0,P[  -2/   2/ 137/  -2],             
278,D,0,                      ,D[FL/228/204/334]
279,P,1,P[   0/  12/ 322/   2],             
280,D,1,                      ,D[AR/ 59/204/334]
281,D,0,                      ,D[FL/144/204/334]
282,P,0,P[  -2/   0/ 190/  -2],             
283,P,0,P[ -58/   1/  58/ -49],             
284,P,0,P[  -3/  15/ 219/  -3],             
285,P,1,P[  -1/   4/ 303/  -1],             
286,D,1,                      ,D[AR/270/204/334]
287,D,0,                      ,D[AR/ 38/204/334]
288,P,0,P[ -16/   0/ 275/  -3],             
289,P,0,P[ -44/  20/  44/ -43],             
290,D,0,                      ,D[AR/ 66/204/334]
291,P,0,P[  -1/  35/ 195/  -1],             
292,D,1,                      ,D[AR/273/204/334]
293,P,0,P[  -3/   0/ 273/  -1],             
294,D,1,                      ,D[AR/ 52/204/334]
295,P,1,P[  -1/   4/ 105/   3],             
296,D,0,                      ,D[AR/ 84/205/334]
297,P,0,P[ -31/  71/  31/  58],             
298,D,0,                      ,D[IM/252/205/334]
299,D,0,                      ,D[FL/298/205/334]
300,P,0,P[   0/  18/  81/  17],             
301,P,0,P[  -7/  85/   7/  -5],             
302,D,0,                      ,D[AR/ 81/205/334]
303,D,0,                      ,D[FL/189/205/334]
304,P,0,P[ -53/  16/  53/ -35],             
305,P,0,P[  -1/  17/ 184/  14],             
306,D,1,                      ,D[AR/ 57/205/334]
307,P,0,P[  -4/   0/ 334/  -1],             
308,P,0,P[  -6/  34/ 251/  -4],             
309,D,1,                      ,D[FL/185/205/334]
310,D,1,                      ,D[AR/134/205/334]
311,P,1,P[  -3/   3/  86/  -3],             
312,D,0,                      ,D[AR/163/205/334]
313,D,1,                      ,D[AR/ 83/205/334]
314,D,1,                      ,D[FL/123/205/334]
315,P,0,P[  -2/   5/ 288/   4],             
316,P,0,P[  -3/  79/   3/  61],             
317,P,0,P[ -39/   4/  79/ -33],             
318,D,0,                      ,D[AR/133/205/334]
319,D,0,                      ,D[FL/ 22/205/334]
320,P,0,P[ -88/   1/  88/ -73],             
321,P,0,P[  -2/  14/ 149/  -1],             
322,D,0,                      ,D[AR/ 26/205/334]
323,P,0,P[  -1/  17/   1/   4],             
324,D,1,                      ,D[AR/ 84/205/334]
325,P,1,P[ -13/  25/  13/  23],             
326,P,1,P[ -26/   1/  48/  -1],             
327,P,1,P[ -20/  85/  20/  81],             
328,D,1,                      ,D[AR/302/205/334]
329,P,1,P[  -1/  14/ 123/  12],             
330,P,1,P[  -1/   1/ 230/  -1],             
331,D,0,                      ,D[FL/167/204/334]
332,D,0,                      ,D[FL/166/204/334]
333,P,0,P[   0/  16/ 268/   4],             
334,P,0,P[  -1/   9/ 122/  -1],             
335,P,1,P[   0/   6/ 206/   1],             
336,P,0,P[  -8/   0/ 234/  -7],             
337,D,0,                      ,D[FL/241/204/334]
338,P,0,P[ -52/   0/ 120/ -49],             
339,P,0,P[  -3/  15/ 219/  10],             
340,D,0,                      ,D[IM/187/204/334]
341,P,1,P[  -1/   1/  93/  -1],             
342,D,1,                      ,D[AR/135/204/334]
343,P,0,P[  -9/   8/   9/   7],             
344,D,0,                      ,D[FL/189/204/334]
345,D,0,                      ,D[FL/281/204/334]
346,D,1,                      ,D[FL/121/204/334]
347,P,0,P[  -4/  56/ 197/  42],             
348,P,0,P[ -25/   2/  90/  -2],             
349,D,0,                      ,D[AR/ 54/204/334]
350,P,0,P[ -77/   5/  77/ -74],             
351,P,0,P[  -2/   0/ 140/  -2],             
352,P,1,P[  -3/   0/ 267/  -3],             
353,P,1,P[ -16/  54/  37/  -6],             
354,P,1,P[ -15/  74/  15/  -6],             
355,D,0,                      ,D[FL/167/205/334]
356,P,0,P[ -10/   7/  10/  -9],             
357,P,0,P[  -4/   0/ 126/  -4],             
358,D,1,                      ,D[AR/ 24/205/334]
359,D,0,                      ,D[AR/132/205/334]
360,D,1,                      ,D[AR/ 85/205/334]
361,P,1,P[ -12/   0/  62/  -2],             
362,P,0,P[  -6/  42/ 200/  41],             
363,D,1,                      ,D[FL/ 75/205/334]
364,P,1,P[  -2/   2/ 206/  -2],             
365,P,0,P[  -3/  38/  24/  34],             
366,D,0,                      ,D[FL/182/204/334]
367,D,0,                      ,D[FL/264/204/334]
368,D,0,                      ,D[AR/ 43/204/334]
369,P,0,P[  -2/   5/ 288/  -2],             
370,D,1,                      ,D[AR/ 10/204/334]
371,D,1,                      ,D[FL/194/204/334]
372,D,0,                      ,D[AR/180/202/334]
373,D,0,                      ,D[FL/136/202/334]
374,D,0,                      ,D[FL/144/202/334]
375,D,0,                      ,D[FL/ 80/202/334]
376,P,1,P[  -5/  14/ 175/  12],             
377,D,1,                      ,D[FL/259/200/334]
378,D,1,                      ,D[IM/185/200/334]
379,P,0,P[ -14/  55/  14/  -7],             
380,D,0,                      ,D[AR/105/200/334]
381,P,1,P[  -1/   2/ 297/   1],             
382,P,0,P[  -1/   1/ 156/  -1],             
383,P,0,P[-101/   4/ 101/ -11],             
384,P,0,P[  -4/   1/ 291/  -4],             
385,P,0,P[  -2/   5/ 288/   3],             
386,P,0,P[  -1/   9/ 122/   8],             
387,P,0,P[ -14/   3/ 223/ -14],             
388,D,1,                      ,D[AR/ 85/200/334]
389,D,0,                      ,D[AR/135/200/334]
390,D,0,                      ,D[AR/233/200/334]
391,P,0,P[   0/   3/ 133/   2],             
392,D,0,                      ,D[AR/301/200/334]
393,P,0,P[ -23/  38/  23/  37],             
394,P,1,P[  -4/  19/ 198/  -3],             
395,P,1,P[ -12/  11/ 231/  10],             
396,P,1,P[  -2/  10/  49/   9],             
397,D,0,                      ,D[FL/214/197/334]
398,P,0,P[ -26/   0/ 102/ -26],             
399,D,0,                      ,D[FL/307/197/334]
400,P,1,P[ -14/  55/  14/ -14],             
401,P,0,P[  -3/   0/ 273/  -1],             
402,D,0,                      ,D[AR/129/197/334]
403,D,1,                      ,D[AR/178/197/334]
404,P,0,P[  -2/  19/  95/  -2],             
405,P,0,P[  -1/   2/ 256/  -1],             
406,P,0,P[  -1/   0/ 212/  -1],             
407,D,0,                      ,D[FL/297/197/334]
408,P,1,P[ -44/   7/  44/ -36],             
409,D,1,                      ,D[FL/304/198/334]
410,D,1,                      ,D[AR/231/198/334]
411,P,1,P[  -5/   0/ 246/  -1],             
412,D,0,                      ,D[AR/302/198/334]
413,D,1,                      ,D[IM/187/198/334]
414,P,0,P[ -14/   0/ 278/ -14],             
415,P,0,P[  -4/   0/ 309/  -4],             
416,P,0,P[ -24/  11/  46/ -24],             
417,P,1,P[ -33/  64/  33/ -22],             
418,P,1,P[  -2/   2/ 146/  -2],             
419,D,1,                      ,D[FL/307/198/334]
420,P,0,P[ -26/   0/ 102/ -24],             
421,P,0,P[ -32/  32/  32/ -23],             
422,P,0,P[ -51/  17/  51/ -44],             
423,P,0,P[  -1/  38/ 259/  37],             
424,P,0,P[ -15/  23/  15/  21],             
425,P,0,P[  -2/   0/ 311/  -2],             
426,P,1,P[  -3/  17/  76/  -1],             
427,D,1,                      ,D[FL/146/199/334]
428,D,1,                      ,D[FL/ 80/199/334]
429,D,0,                      ,D[FL/166/199/334]
430,P,0,P[ -16/   1/ 210/ -16],             
431,D,1,                      ,D[AR/230/199/334]
432,D,0,                      ,D[AR/132/199/334]
433,D,0,                      ,D[AR/210/199/334]
434,D,0,                      ,D[FL/171/199/334]
435,P,1,P[  -2/  10/ 165/   9],             
436,P,1,P[  -2/   4/ 286/  -2],             
437,D,1,                      ,D[FL/ 72/197/334]
438,P,1,P[  -1/   1/ 136/  -1],             
439,P,0,P[  -3/   1/ 308/  -3],             
440,D,0,                      ,D[FL/ 91/197/334]
441,D,0,                      ,D[FL/298/197/334]
442,D,0,                      ,D[FL/ 44/197/334]
443,D,0,                      ,D[FL/261/197/334]
444,D,0,                      ,D[FL/254/197/334]
445,D,1,                      ,D[AR/ 40/197/334]
446,P,1,P[  -7/  13/ 151/  12],             
447,P,0,P[   0/   7/ 297/   5],             
448,D,0,                      ,D[FL/241/198/334]
449,P,0,P[   0/  31/ 216/   3],             
450,P,1,P[  -3/   1/ 240/  -3],             
451,P,1,P[   0/   6/  82/   1],             
452,P,0,P[ -23/   0/ 239/ -21],             
453,P,0,P[ -31/  71/  31/  67],             
454,D,1,                      ,D[AR/224/197/334]
455,D,0,                      ,D[AR/295/197/334]
456,D,1,                      ,D[FL/122/197/334]
457,D,1,                      ,D[FL/307/196/334]
458,P,1,P[  -1/   5/  83/   4],             
459,P,0,P[ -52/   0/ 120/ -50],             
460,P,1,P[  -4/   0/ 106/  -4],             
461,P,0,P[ -42/  17/  98/ -41],             
462,P,1,P[  -2/   0/ 142/  -2],             
463,P,1,P[  -6/  10/ 175/  -5],             
464,P,0,P[ -32/   0/  65/ -29],             
465,D,0,                      ,D[FL/ 22/196/334]
466,P,1,P[  -2/   0/ 167/  -2],             
467,D,1,                      ,D[FL/297/196/334]
468,D,0,                      ,D[FL/143/195/334]
469,P,1,P[ -32/  32/  32/ -29],             
470,P,0,P[   0/  57/ 250/  55],             
471,P,0,P[  -6/   2/ 180/  -5],             
472,P,0,P[ -25/  80/  25/ -19],             
473,P,1,P[  -1/   6/ 328/   5],             
474,P,0,P[ -83/  10/  83/ -76],             
475,P,0,P[ -44/   0/  65/ -42],             
476,D,0,                      ,D[FL/238/195/334]
477,D,0,                      ,D[AR/ 95/195/334]
478,P,0,P[ -11/  73/  11/  69],             
479,D,0,                      ,D[AR/  5/195/334]
480,D,0,                      ,D[FL/241/195/334]
481,P,0,P[  -3/  17/  82/  15],             
482,D,0,                      ,D[FL/228/195/334]
483,P,0,P[ -54/  61/  54/ -43],             
484,D,0,                      ,D[AR/245/195/334]
485,P,1,P[ -24/  48/  24/  37],             
486,D,1,                      ,D[AR/ 53/195/334]
487,D,1,                      ,D[IM/310/195/334]
488,P,1,P[ -56/  18/  56/ -49],             
489,D,1,                      ,D[AR/181/196/334]
490,P,0,P[  -1/  10/ 222/   7],             
491,P,1,P[ -32/  71/  32/ -18],             
492,P,1,P[  -6/   1/ 333/  -6],             
493,D,0,                      ,D[FL/121/196/334]
494,D,1,                      ,D[AR/ 38/196/334]
495,D,0,                      ,D[AR/ 87/196/334]
496,D,1,                      ,D[FL/282/196/334]
497,D,0,                      ,D[AR/301/196/334]
498,D,1,                      ,D[FL/305/196/334]
499,D,0,                      ,D[FL/113/196/334]
500,D,1,                      ,D[IM/ 35/196/334]
501,D,0,                      ,D[IM/310/196/334]
502,P,0,P[  -7/  58/  33/  52],             
503,P,0,P[   0/  25/  85/   6],             
504,D,0,                      ,D[IM/301/196/334]
505,D,0,                      ,D[AR/132/196/334]
506,P,0,P[  -3/   0/ 193/  -1],             
507,D,1,                      ,D[FL/212/196/334]
508,P,0,P[  -1/   5/ 288/   4],             
509,P,0,P[ -43/   2/ 295/  -1],             
510,D,1,                      ,D[AR/ 59/196/334]
511,D,0,                      ,D[FL/122/197/334]
512,D,1,                      ,D[AR/ 40/197/334]
513,D,1,                      ,D[AR/ 42/197/334]
514,D,1,                      ,D[FL/190/197/334]
515,D,1,                      ,D[FL/145/197/334]
516,D,1,                      ,D[AR/273/196/334]
517,P,1,P[  -3/  17/ 268/  -3],             
518,D,0,                      ,D[FL/191/196/334]
519,P,1,P[  -6/   0/ 128/  -5],             
520,D,0,                      ,D[FL/304/197/334]
521,P,0,P[   0/   6/ 244/   5],             
522,P,1,P[  -5/ 146/ 112/ 125],             
523,D,1,                      ,D[AR/  3/197/334]
524,D,1,                      ,D[FL/308/197/334]
525,D,0,                      ,D[FL/239/197/334]
526,P,1,P[  -3/   7/  71/  -3],             
527,P,0,P[ -11/   0/ 286/ -11],             
528,P,1,P[  -7/  58/  33/  -4],             
529,D,0,                      ,D[FL/304/196/334]
530,D,0,                      ,D[FL/121/196/334]
531,D,1,                      ,D[AR/197/196/334]
532,D,1,                      ,D[AR/133/196/334]
533,D,1,                      ,D[AR/132/196/334]
534,P,0,P[ -14/   1/ 135/ -13],             
535,D,1,                      ,D[AR/243/196/334]
536,P,0,P[  -1/  82/   1/   1],             
537,D,0,                      ,D[AR/ 54/196/334]
538,D,1,                      ,D[FL/ 76/196/334]
539,P,0,P[  -5/  23/ 217/  21],             
540,D,0,                      ,D[FL/282/195/334]
541,P,1,P[ -26/  79/  26/  66],             
542,P,0,P[ -60/  11/  60/ -10],             
543,D,1,                      ,D[AR/210/195/334]
544,P,1,P[  -3/   2/ 226/   1],             
545,P,0,P[  -2/  19/  74/  -2],             
546,D,0,                      ,D[AR/ 40/195/334]
547,D,0,                      ,D[AR/ 85/195/334]
548,P,1,P[  -3/  18/  81/  -2],             
549,D,1,                      ,D[FL/187/195/334]
550,P,0,P[ -11/  10/  94/   5],             
551,P,0,P[  -4/   3/ 208/   2],             
552,P,1,P[  -6/  43/ 199/  -1],             
553,D,0,                      ,D[AR/ 48/194/334]
554,P,1,P[  -8/  16/ 272/  -6],             
555,D,1,                      ,D[AR/175/194/334]
556,P,1,P[ -75/  27/  75/  10],             
557,D,1,                      ,D[AR/243/194/334]
558,P,1,P[ -19/   0/ 158/  -5],             
559,D,1,                      ,D[FL/304/194/334]
560,D,0,                      ,D[FL/126/195/334]
561,P,1,P[  -7/   0/ 232/  -7],             
562,D,1,                      ,D[AR/  5/195/334]
563,D,0,                      ,D[FL/ 26/195/334]
564,D,0,                      ,D[AR/ 81/195/334]
565,D,0,                      ,D[AR/178/195/334]
566,P,1,P[  -2/   1/ 257/  -2],             
567,D,0,                      ,D[FL/167/195/334]
568,P,0,P[   0/  50/ 193/   3],             
569,D,1,                      ,D[FL/113/195/334]
570,P,1,P[ -22/   2/  22/ -20],             
571,D,1,                      ,D[FL/251/194/334]
572,P,0,P[  -4/   0/ 309/  -4],             
573,P,1,P[   0/   7/ 225/   5],             
574,D,0,                      ,D[AR/ 51/194/334]
575,P,0,P[ -17/   0/ 103/ -16],             
576,D,0,                      ,D[AR/ 56/194/334]
577,D,0,                      ,D[FL/182/194/334]
578,D,1,                      ,D[AR/269/194/334]
579,D,1,                      ,D[FL/213/194/334]
580,P,1,P[  -2/   4/ 113/   3],             
581,D,1,                      ,D[FL/ 10/194/334]
582,D,1,                      ,D[AR/272/194/334]
583,P,1,P[  -5/  10/  68/  -5],             
584,P,0,P[ -16/   1/ 209/ -15],             
585,P,0,P[  -8/ 177/ 124/ 168],             
586,D,1,                      ,D[IM/275/194/334]
587,P,0,P[  -6/   0/ 289/  -6],             
588,P,0,P[  -2/  45/ 195/  40],             
589,D,1,                      ,D[AR/ 24/194/334]
590,D,0,                      ,D[AR/ 60/194/334]
591,D,1,                      ,D[FL/123/194/334]
592,P,1,P[  -1/  21/  78/  -1],             
593,D,1,                      ,D[AR/ 41/194/334]
