evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
1857,D,0,                      ,D[FL/283/178/334]
1858,P,0,P[  -1/  22/  42/   6],             
1859,P,1,P[  -2/   0/ 292/  -2],             
1860,P,0,P[ -11/  19/  11/  18],             
1861,P,1,P[  -2/   2/ 323/  -1],             
1862,D,0,                      ,D[FL/184/178/334]
1863,P,1,P[ -81/  17/  81/  14],             
1864,D,0,                      ,D[FL/241/178/334]
1865,D,0,                      ,D[AR/226/178/334]
1866,D,0,                      ,D[AR/ 38/178/334]
1867,P,0,P[  -1/  15/ 183/  -1],             
1868,P,1,P[  -1/   3/ 331/  -1],             
1869,P,1,P[  -8/   0/ 329/  -8],             
1870,D,0,                      ,D[FL/ 29/178/334]
1871,P,0,P[  -2/   7/ 134/   4],             
1872,D,0,                      ,D[AR/ 53/178/334]
1873,D,0,                      ,D[FL/184/178/334]
1874,D,1,                      ,D[AR/243/178/334]
1875,P,0,P[  -1/   5/ 284/  -1],             
1876,P,0,P[ -51/   6/  51/ -40],             
1877,D,0,                      ,D[AR/ 86/178/334]
1878,P,0,P[   0/   3/ 206/   2],             
1879,P,0,P[  -2/   0/  61/  -2],             
1880,P,1,P[   0/   8/ 274/   1],             
1881,P,0,P[  -1/   0/ 209/  -1],             
1882,P,0,P[  -7/   0/ 261/  -2],             
1883,D,0,                      ,D[FL/ 49/178/334]
1884,P,0,P[ -13/   0/ 232/  -2],             
1885,P,0,P[  -1/   0/ 249/  -1],             
1886,P,0,P[  -8/   4/ 330/  -6],             
1887,P,0,P[  -2/   0/ 304/  -2],             
1888,D,0,                      ,D[AR/131/178/334]
1889,D,0,                      ,D[AR/ 37/178/334]
1890,D,0,                      ,D[FL/262/178/334]
1891,P,0,P[  -5/   2/ 251/  -5],             
1892,D,1,                      ,D[AR/272/178/334]
1893,P,0,P[   0/   7/ 202/   6],             
1894,D,1,                      ,D[AR/218/178/334]
1895,D,0,                      ,D[FL/ 74/178/334]
1896,D,0,                      ,D[FL/113/178/334]
1897,D,0,                      ,D[FL/277/178/334]
1898,D,0,                      ,D[FL/191/178/334]
1899,P,0,P[ -29/   1/  29/ -26],             
1900,D,0,                      ,D[FL/ 99/178/334]
1901,D,0,                      ,D[AR/ 43/178/334]
1902,P,0,P[  -1/   0/ 234/  -1],             
1903,D,1,                      ,D[FL/122/178/334]
1904,P,1,P[  -1/   1/  60/  -1],             
1905,P,0,P[  -3/ 158/  98/   6],             
1906,D,0,                      ,D[FL/166/178/334]
1907,D,0,                      ,D[AR/105/178/334]
1908,P,0,P[ -12/   1/ 225/  -1],             
1909,P,1,P[ -88/   9/  88/  -9],             
1910,D,1,                      ,D[AR/ 24/178/334]
1911,D,0,                      ,D[FL/113/178/334]
1912,D,0,                      ,D[IM/284/178/334]
1913,P,0,P[ -15/   0/ 161/  -1],             
1914,D,1,                      ,D[AR/ 10/178/334]
1915,D,0,                      ,D[FL/121/178/334]
1916,D,1,                      ,D[FL/262/178/334]
1917,D,0,                      ,D[FL/103/177/334]
1918,D,1,                      ,D[AR/289/177/334]
1919,D,1,                      ,D[FL/194/177/334]
1920,P,1,P[  -5/   2/ 251/  -5],             
1921,P,0,P[ -70/   0/  70/ -69],             
1922,P,1,P[   0/  21/  35/  19],             
1923,D,1,                      ,D[FL/251/175/334]
1924,P,0,P[ -17/   0/  87/ -14],             
1925,P,0,P[   0/   3/ 150/   2],             
1926,P,0,P[  -7/  51/ 170/  -6],             
1927,D,0,                      ,D[FL/101/175/334]
1928,P,0,P[  -5/   0/ 286/  -1],             
1929,P,0,P[  -5/   0/ 200/  -1],             
1930,P,0,P[ -27/   3/  96/  -1],             
1931,D,1,                      ,D[AR/248/175/334]
1932,P,0,P[ -17/   0/  87/  -1],             
1933,P,0,P[  -5/  28/  55/  26],             
1934,P,1,P[  -1/   0/ 159/  -1],             
1935,P,0,P[  -9/   0/  45/  -2],             
1936,P,0,P[  -7/   0/ 294/  -7],             
1937,D,0,                      ,D[FL/205/176/334]
1938,D,0,                      ,D[AR/223/176/334]
1939,D,0,                      ,D[FL/288/176/334]
1940,D,0,                      ,D[FL/168/176/334]
1941,P,0,P[ -35/   1/ 248/ -34],             
1942,P,1,P[  -1/   0/ 110/  -1],             
1943,D,1,                      ,D[AR/134/176/334]
1944,P,1,P[  -6/  18/ 172/  -5],             
1945,D,0,                      ,D[FL/ 91/177/334]
1946,D,0,                      ,D[AR/ 24/177/334]
1947,P,0,P[   0/   8/ 241/   7],             
1948,D,1,                      ,D[AR/250/177/334]
1949,D,0,                      ,D[AR/164/175/334]
1950,P,1,P[ -81/   8/  81/ -14],             
1951,P,1,P[ -95/   3/  95/   1],             
1952,D,0,                      ,D[AR/ 42/174/334]
1953,D,1,                      ,D[AR/ 40/174/334]
1954,P,0,P[ -83/   0/  83/  -2],             
1955,D,0,                      ,D[AR/ 52/174/334]
1956,P,0,P[  -2/  38/   2/  -1],             
1957,D,0,                      ,D[FL/305/174/334]
1958,D,1,                      ,D[AR/ 89/174/334]
1959,P,1,P[ -82/  26/  82/  24],             
1960,D,0,                      ,D[AR/225/172/334]
1961,D,0,                      ,D[FL/103/172/334]
1962,P,0,P[  -2/  20/ 291/  18],             
1963,D,0,                      ,D[FL/297/172/334]
1964,P,1,P[ -52/   3/  52/   2],             
1965,P,0,P[ -63/  15/  63/ -61],             
1966,D,1,                      ,D[FL/251/172/334]
1967,P,0,P[  -1/   0/ 318/  -1],             
1968,P,1,P[ -63/  15/  63/  12],             
1969,D,0,                      ,D[AR/202/172/334]
1970,P,0,P[  -9/   0/ 129/  -8],             
1971,D,0,                      ,D[AR/273/172/334]
1972,D,1,                      ,D[AR/ 84/172/334]
1973,D,1,                      ,D[AR/224/172/334]
1974,P,1,P[ -15/  69/  15/ -13],             
1975,D,1,                      ,D[AR/ 24/172/334]
1976,D,0,                      ,D[AR/133/172/334]
1977,P,0,P[  -3/   0/ 265/  -1],             
1978,P,0,P[  -2/   0/ 304/  -2],             
1979,P,0,P[  -1/   2/ 186/  -1],             
1980,D,1,                      ,D[AR/126/172/334]
1981,D,1,                      ,D[FL/122/172/334]
1982,D,0,                      ,D[FL/146/172/334]
1983,D,0,                      ,D[FL/205/172/334]
1984,P,0,P[  -7/   0/ 142/  -7],             
1985,P,0,P[  -4/   3/ 141/   2],             
1986,D,1,                      ,D[AR/178/172/334]
1987,D,1,                      ,D[FL/140/172/334]
1988,D,0,                      ,D[FL/241/172/334]
1989,P,0,P[ -17/  93/  17/   2],             
1990,D,0,                      ,D[AR/  6/172/334]
1991,D,1,                      ,D[AR/131/172/334]
1992,D,0,                      ,D[FL/258/172/334]
1993,D,1,                      ,D[AR/ 52/172/334]
1994,P,0,P[ -10/   0/ 244/  -1],             
1995,D,0,                      ,D[AR/139/172/334]
1996,P,0,P[  -1/   0/ 190/  -1],             
1997,D,1,                      ,D[AR/ 86/172/334]
1998,P,0,P[  -6/   1/ 256/  -6],             
1999,P,0,P[ -70/   0/  70/ -67],             
2000,P,0,P[  -4/   3/  99/  -4],             
2001,D,1,                      ,D[FL/214/172/334]
2002,D,1,                      ,D[AR/289/172/334]
2003,P,0,P[  -6/  44/ 220/   3],             
2004,D,1,                      ,D[AR/ 84/172/334]
2005,D,0,                      ,D[FL/307/171/334]
2006,D,0,                      ,D[FL/113/171/334]
2007,D,1,                      ,D[AR/179/171/334]
2008,D,1,                      ,D[KK/ 90/171/334]
2009,P,1,P[ -33/  21/  33/ -33],             
2010,D,0,                      ,D[AR/215/174/334]
2011,D,1,                      ,D[FL/262/174/334]
2012,D,1,                      ,D[FL/ 97/175/334]
2013,P,1,P[  -1/   1/ 156/  -1],             
2014,D,0,                      ,D[FL/168/175/334]
2015,D,0,                      ,D[AR/ 81/175/334]
2016,D,1,                      ,D[AR/  5/175/334]
2017,D,0,                      ,D[FL/ 34/175/334]
2018,D,0,                      ,D[FL/307/175/334]
2019,D,1,                      ,D[AR/ 89/175/334]
2020,P,1,P[  -6/   6/ 219/  -5],             
2021,D,1,                      ,D[AR/ 57/176/334]
2022,P,0,P[  -1/  22/  41/  19],             
2023,P,0,P[  -1/   3/ 331/  -1],             
2024,P,1,P[  -3/   7/ 327/  -2],             
2025,D,0,                      ,D[AR/199/176/334]
2026,D,1,                      ,D[AR/ 15/176/334]
2027,P,0,P[  -1/   0/ 318/  -1],             
2028,P,0,P[ -49/   3/ 239/ -43],             
2029,P,0,P[ -11/  44/ 152/  31],             
2030,D,0,                      ,D[IM/236/176/334]
2031,D,0,                      ,D[AR/ 11/176/334]
2032,D,0,                      ,D[AR/129/176/334]
2033,D,0,                      ,D[FL/235/176/334]
2034,P,0,P[ -70/   0/  70/ -67],             
2035,P,1,P[  -8/ 177/ 125/ 160],             
2036,P,0,P[ -13/  18/  13/ -13],             
2037,P,1,P[  -3/  18/ 197/  -2],             
2038,P,0,P[-106/   2/ 106/ -11],             
2039,D,1,                      ,D[AR/ 66/176/334]
2040,D,0,                      ,D[AR/153/175/334]
2041,P,1,P[  -1/  50/ 194/  -1],             
2042,D,0,                      ,D[AR/ 24/174/334]
2043,P,0,P[  -1/  21/  79/  20],             
2044,D,0,                      ,D[AR/ 15/174/334]
2045,D,1,                      ,D[AR/ 52/174/334]
2046,D,0,                      ,D[FL/122/174/334]
2047,D,0,                      ,D[FL/281/174/334]
2048,P,0,P[  -2/  25/  25/  22],             
2049,P,0,P[  -3/   0/ 264/  -1],             
2050,D,0,                      ,D[FL/160/174/334]
2051,P,0,P[   0/   5/ 223/   1],             
2052,D,0,                      ,D[AR/  4/174/334]
2053,D,1,                      ,D[FL/ 49/174/334]
2054,P,1,P[  -2/   0/ 121/  -2],             
2055,D,0,                      ,D[FL/193/173/334]
2056,D,0,                      ,D[FL/ 22/173/334]
2057,D,1,                      ,D[AR/177/173/334]
2058,D,1,                      ,D[AR/177/173/334]
2059,P,0,P[ -15/   1/ 114/ -14],             
2060,D,1,                      ,D[AR/219/173/334]
2061,D,0,                      ,D[FL/182/173/334]
2062,D,1,                      ,D[FL/166/173/334]
2063,P,1,P[ -85/   3/ 203/ -83],             
2064,P,0,P[ -74/  33/  74/ -56],             
2065,P,0,P[ -73/   2/  73/ -69],             
2066,P,1,P[  -2/   0/ 121/  -2],             
2067,P,0,P[  -1/   0/ 208/  -1],             
2068,D,1,                      ,D[FL/159/173/334]
2069,D,0,                      ,D[FL/ 56/173/334]
2070,D,1,                      ,D[AR/ 38/173/334]
2071,P,0,P[  -2/   2/ 214/  -2],             
2072,D,0,                      ,D[AR/ 95/173/334]
2073,D,0,                      ,D[FL/281/173/334]
2074,P,1,P[  -3/   0/ 108/  -3],             
2075,P,1,P[  -9/   2/ 288/   1],             
2076,D,1,                      ,D[AR/ 95/172/334]
2077,P,0,P[ -40/   6/  40/ -32],             
2078,D,1,                      ,D[FL/288/172/334]
2079,P,1,P[  -2/   1/ 188/  -2],             
2080,D,1,                      ,D[FL/113/173/334]
2081,P,1,P[ -10/  82/  10/  81],             
2082,P,0,P[ -11/   0/ 157/  -3],             
2083,D,0,                      ,D[FL/260/174/334]
2084,P,0,P[  -3/  19/  25/  -2],             
2085,P,0,P[-102/   0/ 102/  -9],             
2086,P,1,P[  -1/   1/ 257/  -1],             
2087,D,0,                      ,D[FL/251/174/334]
2088,D,1,                      ,D[AR/  3/174/334]
2089,P,1,P[  -3/   0/ 220/  -3],             
2090,D,0,                      ,D[AR/ 42/173/334]
2091,D,1,                      ,D[AR/270/173/334]
2092,P,1,P[  -8/   4/ 330/   3],             
2093,D,1,                      ,D[AR/178/173/334]
2094,P,0,P[  -2/   4/  75/  -2],             
2095,D,0,                      ,D[FL/ 91/173/334]
2096,D,1,                      ,D[AR/ 84/173/334]
2097,D,0,                      ,D[FL/ 44/173/334]
2098,D,0,                      ,D[FL/101/173/334]
2099,D,1,                      ,D[FL/239/173/334]
2100,D,0,                      ,D[FL/307/172/334]
2101,P,0,P[ -69/   0/  69/ -67],             
2102,D,1,                      ,D[AR/  1/172/334]
2103,D,0,                      ,D[AR/ 86/172/334]
2104,D,1,                      ,D[AR/244/172/334]
2105,D,0,                      ,D[FL/305/172/334]
2106,D,1,                      ,D[FL/251/172/334]
2107,D,0,                      ,D[AR/ 53/172/334]
2108,P,0,P[ -61/   0/ 118/ -59],             
2109,P,0,P[   0/  11/ 140/   9],             
2110,D,1,                      ,D[AR/233/172/334]
2111,P,0,P[  -3/   2/ 270/  -3],             
2112,P,0,P[  -3/   2/ 270/   1],             
2113,P,0,P[  -1/   4/ 268/  -1],             
2114,D,1,                      ,D[AR/180/172/334]
2115,P,0,P[  -1/ 168/ 116/  13],             
2116,D,0,                      ,D[FL/304/172/334]
2117,P,0,P[ -16/   0/ 104/ -15],             
2118,P,0,P[  -5/   2/ 227/  -5],             
2119,D,0,                      ,D[FL/283/172/334]
2120,P,0,P[  -2/  15/  98/  -1],             
2121,D,0,                      ,D[IM/284/172/334]
2122,P,0,P[  -6/   0/ 327/  -6],             
2123,D,1,                      ,D[IM/277/172/334]
2124,D,1,                      ,D[AR/218/172/334]
2125,P,0,P[   0/   8/ 242/   7],             
2126,P,1,P[  -4/  15/ 124/  12],             
2127,P,1,P[ -35/   2/  35/   1],             
2128,D,1,                      ,D[AR/ 89/171/334]
2129,D,1,                      ,D[AR/268/171/334]
2130,P,1,P[-168/  17/ 285/-155],             
2131,D,0,                      ,D[FL/205/171/334]
2132,D,0,                      ,D[AR/277/171/334]
2133,D,0,                      ,D[FL/ 99/171/334]
2134,P,0,P[   0/   8/ 300/   1],             
2135,D,0,                      ,D[FL/297/171/334]
2136,D,1,                      ,D[AR/ 15/171/334]
2137,D,0,                      ,D[AR/ 37/171/334]
2138,P,0,P[   0/   4/ 180/   3],             
2139,P,0,P[ -11/   0/ 158/ -10],             
2140,P,1,P[  -2/   3/ 215/   2],             
2141,P,0,P[  -6/   0/ 226/  -5],             
2142,P,0,P[  -7/   0/ 174/  -7],             
2143,D,1,                      ,D[AR/  3/169/334]
2144,D,0,                      ,D[AR/132/169/334]
2145,D,0,                      ,D[FL/193/169/334]
2146,D,0,                      ,D[AR/134/169/334]
2147,P,0,P[ -12/  18/  12/  -8],             
2148,D,1,                      ,D[AR/ 53/169/334]
2149,D,1,                      ,D[FL/121/169/334]
2150,P,0,P[  -1/   5/ 111/  -1],             
2151,D,0,                      ,D[FL/ 33/168/334]
2152,D,1,                      ,D[AR/243/168/334]
2153,P,0,P[  -2/   8/ 134/   1],             
2154,P,0,P[ -16/   0/  85/ -16],             
2155,P,0,P[  -2/  36/  30/  31],             
2156,P,0,P[  -1/   3/ 238/  -1],             
2157,P,1,P[ -17/   5/ 285/   4],             
2158,D,1,                      ,D[AR/ 89/168/334]
2159,P,0,P[  -1/   9/ 325/  -1],             
2160,D,1,                      ,D[AR/226/168/334]
2161,D,0,                      ,D[FL/160/168/334]
2162,D,0,                      ,D[AR/293/168/334]
2163,P,0,P[ -16/   0/ 199/ -14],             
2164,D,0,                      ,D[FL/236/168/334]
2165,D,1,                      ,D[AR/227/168/334]
2166,D,0,                      ,D[FL/212/168/334]
2167,P,1,P[  -1/  11/ 214/   9],             
2168,P,1,P[ -65/  22/  65/ -56],             
2169,P,0,P[  -8/   0/ 294/  -8],             
2170,D,0,                      ,D[AR/151/168/334]
2171,D,1,                      ,D[AR/ 85/168/334]
2172,D,0,                      ,D[FL/ 22/168/334]
2173,P,0,P[  -1/   0/ 209/  -1],             
2174,P,0,P[  -1/   5/ 284/  -1],             
2175,P,0,P[ -91/   1/  91/ -89],             
2176,P,1,P[ -13/  18/  13/  15],             
2177,P,0,P[  -1/   0/ 318/  -1],             
2178,P,0,P[  -9/   0/  45/  -8],             
2179,P,0,P[ -14/   0/ 100/ -14],             
2180,P,0,P[ -12/   1/ 225/ -12],             
2181,D,0,                      ,D[FL/261/168/334]
2182,P,1,P[ -10/   0/ 244/ -10],             
2183,D,0,                      ,D[FL/120/168/334]
2184,P,0,P[  -1/   2/ 317/   1],             
2185,P,0,P[  -1/   0/  56/  -1],             
2186,D,0,                      ,D[AR/164/168/334]
2187,P,1,P[  -6/   4/ 110/  -6],             
2188,P,0,P[ -16/   1/ 207/  -1],             
2189,P,1,P[ -15/   1/ 114/ -15],             
2190,D,1,                      ,D[AR/293/167/334]
2191,D,1,                      ,D[AR/  3/166/334]
2192,D,1,                      ,D[AR/  2/166/334]
2193,D,1,                      ,D[AR/177/166/334]
2194,D,0,                      ,D[FL/ 97/166/334]
2195,P,0,P[  -6/  13/ 173/  -6],             
2196,D,0,                      ,D[AR/ 66/166/334]
2197,P,0,P[ -12/   6/ 249/   5],             
2198,P,0,P[ -61/   2/  83/ -56],             
2199,D,1,                      ,D[AR/ 89/166/334]
2200,D,1,                      ,D[AR/ 40/166/334]
2201,P,0,P[  -7/  30/   7/  -4],             
2202,P,1,P[  -4/   0/ 201/  -4],             
2203,P,1,P[ -15/   0/ 101/  -2],             
2204,D,1,                      ,D[AR/ 24/166/334]
2205,P,0,P[ -60/   3/  60/ -51],             
2206,D,0,                      ,D[IM/309/166/334]
2207,P,0,P[  -1/   7/ 149/  -1],             
2208,D,1,                      ,D[FL/281/166/334]
2209,D,0,                      ,D[FL/101/166/334]
2210,P,1,P[  -1/   0/ 318/  -1],             
2211,P,0,P[  -8/   0/ 143/  -7],             
2212,D,1,                      ,D[AR/134/166/334]
2213,P,1,P[  -3/   2/ 271/   1],             
2214,P,0,P[   0/   9/ 268/   7],             
2215,P,1,P[ -18/   1/  21/ -16],             
2216,D,0,                      ,D[FL/145/165/334]
2217,P,0,P[  -2/   1/ 188/  -2],             
2218,P,0,P[  -8/   0/ 329/  -6],             
2219,P,0,P[  -3/  35/  31/  33],             
2220,D,0,                      ,D[FL/205/165/334]
2221,D,0,                      ,D[AR/ 24/165/334]
2222,D,0,                      ,D[FL/217/165/334]
2223,D,0,                      ,D[FL/216/165/334]
2224,D,0,                      ,D[AR/ 53/165/334]
2225,P,0,P[  -1/  23/  78/  20],             
2226,P,0,P[ -47/   4/ 238/   1],             
2227,D,0,                      ,D[FL/145/165/334]
2228,D,1,                      ,D[AR/ 95/165/334]
2229,D,0,                      ,D[AR/272/165/334]
2230,D,0,                      ,D[FL/120/165/334]
2231,P,1,P[  -3/   0/ 302/  -1],             
2232,P,0,P[  -2/   8/ 134/   7],             
2233,D,0,                      ,D[FL/239/165/334]
2234,P,0,P[  -6/  13/ 173/  -3],             
2235,P,1,P[ -79/  17/  79/  13],             
2236,P,1,P[  -1/   3/ 217/  -1],             
2237,D,0,                      ,D[FL/ 44/165/334]
2238,D,0,                      ,D[FL/136/165/334]
2239,D,0,                      ,D[FL/212/165/334]
2240,D,0,                      ,D[AR/ 58/165/334]
2241,D,0,                      ,D[AR/214/165/334]
2242,D,0,                      ,D[FL/ 44/165/334]
2243,P,0,P[ -92/   4/  92/  -9],             
2244,D,1,                      ,D[AR/272/165/334]
2245,D,0,                      ,D[FL/205/165/334]
2246,P,0,P[  -3/  86/ 121/   4],             
2247,D,0,                      ,D[AR/ 43/165/334]
2248,D,0,                      ,D[AR/ 15/165/334]
2249,D,0,                      ,D[FL/264/165/334]
2250,D,1,                      ,D[AR/  1/165/334]
2251,P,1,P[  -9/   4/ 152/   3],             
2252,D,1,                      ,D[AR/218/165/334]
2253,D,0,                      ,D[FL/264/165/334]
2254,P,0,P[  -5/   3/ 142/   2],             
2255,D,0,                      ,D[FL/190/165/334]
2256,P,0,P[  -2/  17/ 270/  -1],             
2257,P,1,P[  -2/  20/ 193/   1],             
2258,P,0,P[  -2/   2/   2/  -2],             
2259,D,1,                      ,D[AR/131/165/334]
2260,P,0,P[ -34/   0/ 113/ -30],             
2261,P,1,P[  -3/   0/ 243/  -3],             
2262,P,0,P[  -1/   3/ 190/  -1],             
2263,D,0,                      ,D[AR/  0/165/334]
2264,P,0,P[  -3/   6/ 178/   5],             
2265,P,0,P[  -3/   0/ 265/  -3],             
2266,D,1,                      ,D[AR/176/165/334]
2267,P,1,P[  -4/  22/ 214/  -4],             
2268,P,1,P[  -1/   0/  58/  -1],             
2269,P,1,P[   0/  21/  65/   3],             
2270,D,1,                      ,D[AR/ 58/165/334]
2271,P,1,P[  -4/  36/   4/  34],             
2272,P,1,P[ -35/  27/  66/ -30],             
2273,P,1,P[  -2/   1/ 167/  -2],             
2274,P,0,P[  -1/  24/  83/   1],             
2275,P,0,P[   0/   9/ 105/   8],             
2276,D,0,                      ,D[FL/298/164/334]
2277,P,1,P[  -1/   7/ 275/  -1],             
2278,D,0,                      ,D[FL/205/162/334]
2279,P,0,P[ -50/   2/ 241/  -1],             
2280,P,1,P[ -17/   0/ 200/ -17],             
2281,D,0,                      ,D[AR/ 41/162/334]
2282,D,0,                      ,D[AR/ 79/162/334]
2283,D,1,                      ,D[AR/305/162/334]
2284,P,0,P[  -1/   7/ 149/  -1],             
2285,D,0,                      ,D[FL/ 67/162/334]
2286,D,0,                      ,D[FL/281/162/334]
2287,D,0,                      ,D[FL/241/162/334]
2288,P,0,P[  -2/   0/ 226/  -2],             
2289,P,0,P[  -3/  14/ 195/  13],             
2290,D,0,                      ,D[FL/136/162/334]
2291,D,0,                      ,D[AR/269/162/334]
2292,P,0,P[  -5/  57/  36/  49],             
2293,P,0,P[ -40/   6/  94/   2],             
2294,D,1,                      ,D[FL/121/162/334]
2295,D,0,                      ,D[FL/101/163/334]
2296,P,0,P[   0/   3/ 177/   2],             
2297,D,0,                      ,D[AR/269/163/334]
2298,D,0,                      ,D[IM/ 26/163/334]
2299,P,0,P[ -18/  82/  18/  -6],             
2300,P,0,P[  -3/   0/ 217/  -3],             
2301,P,0,P[  -8/   0/ 143/  -7],             
2302,P,0,P[  -7/   0/ 263/  -1],             
2303,D,0,                      ,D[FL/231/163/334]
2304,P,0,P[  -3/   0/ 265/  -3],             
2305,D,1,                      ,D[AR/  3/163/334]
2306,D,0,                      ,D[FL/216/163/334]
2307,P,1,P[  -1/   0/  59/  -1],             
2308,P,0,P[ -13/  50/  13/ -13],             
2309,D,0,                      ,D[AR/131/163/334]
2310,D,1,                      ,D[AR/153/163/334]
2311,D,1,                      ,D[AR/  3/162/334]
2312,D,1,                      ,D[AR/  2/162/334]
2313,D,1,                      ,D[AR/ 24/162/334]
2314,P,0,P[ -10/   0/ 245/ -10],             
2315,D,0,                      ,D[FL/207/162/334]
2316,P,0,P[   0/  17/ 183/   1],             
2317,P,0,P[  -8/   2/ 288/   1],             
2318,P,1,P[  -8/   2/ 288/   1],             
2319,D,0,                      ,D[AR/ 85/162/334]
2320,P,0,P[ -53/  40/  53/ -49],             
2321,P,1,P[ -13/ 172/ 130/ 158],             
2322,D,1,                      ,D[AR/  0/162/334]
2323,D,0,                      ,D[AR/ 92/162/334]
2324,D,0,                      ,D[FL/103/162/334]
2325,D,0,                      ,D[FL/235/162/334]
2326,P,0,P[ -12/  17/  12/ -12],             
2327,D,0,                      ,D[FL/216/162/334]
2328,D,1,                      ,D[FL/122/162/334]
2329,D,0,                      ,D[FL/168/162/334]
2330,P,0,P[  -2/   1/ 301/  -2],             
2331,P,1,P[  -1/  15/ 198/  -1],             
2332,D,0,                      ,D[FL/146/162/334]
2333,D,1,                      ,D[AR/178/162/334]
2334,D,0,                      ,D[FL/311/162/334]
2335,D,1,                      ,D[FL/122/162/334]
2336,D,0,                      ,D[AR/221/162/334]
2337,D,1,                      ,D[AR/223/162/334]
2338,D,0,                      ,D[FL/ 33/162/334]
2339,D,0,                      ,D[FL/ 99/162/334]
2340,D,1,                      ,D[AR/ 24/162/334]
2341,D,1,                      ,D[AR/ 57/162/334]
2342,P,1,P[  -1/   6/ 283/   5],             
2343,P,0,P[ -14/ 101/  14/  91],             
2344,P,0,P[ -49/   2/ 240/ -47],             
2345,P,0,P[ -59/   0/ 118/ -55],             
2346,P,1,P[ -17/  94/  17/  83],             
2347,P,1,P[ -27/   7/  27/ -23],             
2348,D,0,                      ,D[FL/127/161/334]
2349,P,0,P[   0/  24/ 167/   5],             
2350,D,0,                      ,D[AR/227/161/334]
2351,D,0,                      ,D[AR/133/161/334]
2352,P,0,P[ -28/   1/  37/  -1],             
2353,P,0,P[  -1/   5/ 268/  -1],             
2354,D,1,                      ,D[AR/ 24/161/334]
2355,P,0,P[  -6/  68/   6/   1],             
2356,P,0,P[  -5/  44/ 219/  -5],             
2357,D,1,                      ,D[AR/135/161/334]
2358,P,1,P[ -43/   4/  43/   3],             
2359,D,0,                      ,D[AR/180/161/334]
2360,D,0,                      ,D[FL/207/161/334]
2361,D,1,                      ,D[AR/215/161/334]
2362,P,0,P[  -2/  85/  20/   5],             
2363,D,1,                      ,D[AR/ 53/161/334]
2364,P,0,P[  -8/   0/ 308/  -1],             
2365,P,0,P[  -8/   0/ 128/  -8],             
2366,P,0,P[ -10/  75/  10/  -7],             
2367,P,0,P[ -21/  27/  21/ -19],             
2368,P,0,P[  -2/  23/ 169/  21],             
2369,P,1,P[  -6/   0/ 255/  -6],             
2370,D,1,                      ,D[AR/233/161/334]
2371,P,0,P[-100/  11/ 100/ -99],             
2372,D,1,                      ,D[IM/ 25/161/334]
2373,P,1,P[ -21/  27/  21/  22],             
2374,P,0,P[  -3/  14/ 194/  12],             
2375,P,0,P[-170/  15/ 287/  11],             
2376,D,1,                      ,D[AR/153/161/334]
2377,P,1,P[ -25/ 121/ 108/ 116],             
2378,D,0,                      ,D[AR/ 89/162/334]
2379,P,0,P[ -10/   3/ 279/ -10],             
2380,P,1,P[  -3/   2/  64/   1],             
2381,P,1,P[ -19/   2/ 217/   1],             
2382,D,1,                      ,D[AR/ 37/162/334]
2383,D,0,                      ,D[FL/ 91/162/334]
2384,D,1,                      ,D[FL/145/162/334]
2385,D,0,                      ,D[FL/235/162/334]
2386,P,0,P[  -9/   3/ 221/   2],             
2387,D,1,                      ,D[IM/276/162/334]
2388,D,0,                      ,D[AR/218/162/334]
2389,D,1,                      ,D[FL/146/162/334]
2390,D,1,                      ,D[AR/ 10/161/334]
2391,D,0,                      ,D[AR/ 41/161/334]
2392,D,0,                      ,D[FL/305/161/334]
2393,D,1,                      ,D[AR/133/161/334]
2394,P,0,P[  -8/ 198/ 114/  15],             
2395,D,1,                      ,D[AR/250/161/334]
2396,P,1,P[  -9/  89/   9/  -5],             
2397,P,0,P[ -43/   5/  43/ -38],             
2398,D,1,                      ,D[AR/270/162/334]
2399,D,0,                      ,D[AR/ 43/162/334]
2400,D,0,                      ,D[AR/ 66/162/334]
2401,D,1,                      ,D[AR/  3/162/334]
2402,P,1,P[ -12/  54/  12/  -1],             
2403,D,1,                      ,D[AR/233/162/334]
2404,D,1,                      ,D[AR/ 15/162/334]
2405,P,0,P[   0/  14/ 230/  12],             
2406,P,0,P[ -19/   4/ 286/ -17],             
2407,D,0,                      ,D[IM/252/162/334]
2408,D,0,                      ,D[FL/264/162/334]
2409,D,1,                      ,D[AR/225/162/334]
2410,P,0,P[  -2/   3/   2/   2],             
2411,P,0,P[   0/   7/  62/   6],             
2412,D,0,                      ,D[AR/ 79/162/334]
2413,P,1,P[ -25/   0/ 162/ -25],             
2414,P,1,P[  -1/   1/ 282/  -1],             
2415,P,0,P[   0/   7/ 201/   6],             
2416,P,0,P[ -59/   0/ 117/ -48],             
2417,P,0,P[  -1/   0/  56/  -1],             
2418,P,0,P[ -15/ 171/ 115/ 139],             
2419,P,0,P[ -87/   2/  87/ -82],             
2420,P,0,P[ -87/   2/  87/  -6],             
2421,D,0,                      ,D[FL/ 29/162/334]
2422,P,0,P[ -15/   6/ 199/ -15],             
2423,D,0,                      ,D[AR/ 57/162/334]
2424,D,0,                      ,D[AR/ 85/162/334]
2425,D,0,                      ,D[FL/ 51/162/334]
2426,D,0,                      ,D[FL/ 34/162/334]
