evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
53,D,0,                      ,D[FL/ 33/227/334]
54,P,0,P[  -5/  10/ 255/   9],             
55,D,1,                      ,D[AR/161/227/334]
56,D,0,                      ,D[AR/269/227/334]
57,P,1,P[  -5/   5/ 326/  -5],             
58,P,1,P[  -8/   5/ 212/  -8],             
59,D,0,                      ,D[FL/136/227/334]
60,P,1,P[ -26/  40/  26/ -15],             
61,D,1,                      ,D[IM/210/227/334]
62,D,1,                      ,D[AR/179/227/334]
63,P,0,P[  -2/   2/ 323/  -2],             
64,P,1,P[   0/  13/ 299/  12],             
65,D,1,                      ,D[AR/183/228/334]
66,P,0,P[   0/  95/   0/  77],             
67,D,1,                      ,D[FL/206/228/334]
68,D,1,                      ,D[AR/ 19/228/334]
69,D,0,                      ,D[AR/201/228/334]
70,P,1,P[  -9/  12/ 109/  10],             
71,P,0,P[  -9/  44/   9/  -9],             
72,D,0,                      ,D[AR/ 34/228/334]
73,P,1,P[  -5/  14/ 280/  -4],             
74,P,0,P[  -8/  30/ 105/  23],             
75,P,0,P[  -8/  50/  39/  47],             
76,P,1,P[  -9/   6/ 127/   5],             
77,P,0,P[ -10/  59/ 100/ -10],             
78,P,0,P[ -31/  22/  31/ -30],             
79,D,1,                      ,D[AR/ 27/227/334]
80,D,0,                      ,D[FL/115/227/334]
81,D,1,                      ,D[FL/ 78/227/334]
82,P,1,P[  -2/  10/  89/  -2],             
83,P,1,P[  -6/  59/ 116/  53],             
84,D,1,                      ,D[AR/302/230/334]
85,D,0,                      ,D[AR/201/230/334]
86,D,0,                      ,D[AR/255/230/334]
87,D,1,                      ,D[FL/113/230/334]
88,P,0,P[  -6/   7/ 227/  -4],             
89,P,0,P[ -42/   1/  42/ -34],             
90,D,1,                      ,D[AR/ 87/230/334]
91,D,1,                      ,D[AR/ 89/230/334]
92,D,0,                      ,D[FL/143/230/334]
93,D,1,                      ,D[FL/ 51/230/334]
94,P,1,P[  -1/   0/ 157/  -1],             
95,P,1,P[  -5/   6/ 101/  -5],             
96,P,0,P[  -2/   3/ 121/   2],             
97,D,0,                      ,D[FL/259/229/334]
98,D,0,                      ,D[AR/222/229/334]
99,P,0,P[  -4/   0/  72/  -4],             
100,D,0,                      ,D[AR/208/229/334]
101,P,1,P[  -5/   1/  82/  -5],             
102,P,0,P[  -8/   3/ 329/  -8],             
103,P,0,P[  -7/   3/ 102/   2],             
104,D,0,                      ,D[AR/199/229/334]
105,P,1,P[  -6/   3/ 331/  -6],             
106,D,0,                      ,D[AR/183/229/334]
107,P,0,P[  -3/   7/ 327/  -2],             
108,P,0,P[  -1/  18/ 276/  17],             
109,D,0,                      ,D[KK/274/229/334]
110,D,0,                      ,D[AR/ 70/229/334]
111,P,1,P[  -8/  87/   8/  -4],             
112,P,0,P[  -5/  25/  57/  -5],             
113,P,0,P[   0/   9/ 325/   7],             
114,D,0,                      ,D[FL/258/229/334]
115,D,1,                      ,D[AR/  2/229/334]
116,D,0,                      ,D[IM/310/229/334]
117,D,1,                      ,D[AR/177/229/334]
118,D,1,                      ,D[FL/260/229/334]
119,D,0,                      ,D[KK/274/229/334]
120,D,1,                      ,D[AR/296/229/334]
121,P,0,P[ -12/   2/ 236/ -12],             
122,D,1,                      ,D[AR/114/228/334]
123,D,1,                      ,D[AR/124/227/334]
124,P,0,P[  -4/   0/ 315/  -1],             
125,D,1,                      ,D[AR/222/227/334]
126,D,1,                      ,D[AR/110/228/334]
127,D,0,                      ,D[AR/ 37/227/334]
128,D,1,                      ,D[AR/105/227/334]
129,D,0,                      ,D[FL/102/227/334]
130,D,1,                      ,D[AR/222/227/334]
131,D,1,                      ,D[FL/148/227/334]
132,P,0,P[  -6/  13/ 176/   8],             
133,D,0,                      ,D[FL/ 30/227/334]
134,D,0,                      ,D[AR/ 53/227/334]
135,D,1,                      ,D[AR/270/227/334]
136,D,0,                      ,D[FL/145/227/334]
137,P,1,P[ -13/  57/ 101/  54],             
138,P,1,P[ -10/  37/ 213/  -8],             
139,P,0,P[   0/  10/ 229/   9],             
140,P,0,P[ -12/   0/  86/  -9],             
141,P,1,P[  -8/ 123/ 116/  -4],             
142,D,0,                      ,D[AR/  6/225/334]
143,P,1,P[  -3/   4/ 137/   3],             
144,P,1,P[  -6/   2/ 126/  -6],             
145,P,0,P[ -48/  49/  48/ -35],             
146,D,1,                      ,D[AR/ 88/222/334]
147,D,1,                      ,D[FL/258/222/334]
148,P,1,P[  -4/   2/ 278/  -4],             
149,D,1,                      ,D[FL/283/222/334]
150,D,0,                      ,D[IM/310/222/334]
151,P,0,P[  -2/   2/ 248/  -2],             
152,D,0,                      ,D[AR/181/222/334]
153,D,1,                      ,D[AR/225/222/334]
154,P,1,P[  -5/   8/ 129/   5],             
155,D,0,                      ,D[FL/205/222/334]
156,D,0,                      ,D[FL/253/222/334]
157,P,0,P[  -6/  11/ 250/   8],             
158,P,0,P[  -1/   4/ 299/   3],             
159,P,1,P[ -13/   4/  63/ -12],             
160,D,0,                      ,D[FL/219/220/334]
161,D,0,                      ,D[AR/302/220/334]
162,P,0,P[ -16/   2/  30/   1],             
163,D,0,                      ,D[FL/262/220/334]
164,D,0,                      ,D[AR/194/220/334]
165,P,0,P[ -61/   8/  61/ -57],             
166,P,1,P[ -67/   3/ 155/  -3],             
167,P,0,P[ -14/  10/ 123/   8],             
168,D,1,                      ,D[AR/254/220/334]
169,D,0,                      ,D[FL/304/220/334]
170,P,0,P[  -1/   0/ 256/  -1],             
171,D,1,                      ,D[AR/ 88/220/334]
172,D,0,                      ,D[AR/201/220/334]
173,P,0,P[  -5/   5/  91/  -4],             
174,P,0,P[  -1/  17/ 277/  14],             
175,P,0,P[  -4/   2/ 261/  -4],             
176,P,1,P[ -22/  63/  22/  61],             
177,D,0,                      ,D[FL/ 53/218/334]
178,D,0,                      ,D[FL/208/218/334]
179,P,1,P[  -2/   3/ 289/   2],             
180,D,0,                      ,D[FL/236/217/334]
181,P,0,P[  -4/ 204/ 110/  15],             
182,D,1,                      ,D[AR/ 34/217/334]
183,D,1,                      ,D[AR/196/217/334]
184,D,0,                      ,D[FL/259/217/334]
185,D,0,                      ,D[IM/214/217/334]
186,P,1,P[   0/   9/ 325/   8],             
187,D,0,                      ,D[AR/116/217/334]
188,D,1,                      ,D[AR/ 37/217/334]
189,P,0,P[ -26/   6/  88/   4],             
190,D,1,                      ,D[FL/182/217/334]
191,D,1,                      ,D[IM/103/218/334]
192,P,1,P[ -22/  84/  22/  81],             
193,D,1,                      ,D[FL/162/218/334]
194,P,0,P[   0/  14/ 301/   1],             
195,D,0,                      ,D[AR/222/217/334]
196,P,1,P[ -55/  31/  55/  17],             
197,P,0,P[  -3/   6/ 128/   5],             
198,P,1,P[  -9/   1/ 191/  -8],             
199,P,0,P[  -2/  11/ 260/  -1],             
