evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
70,D,1,                      ,D[FL/ 22/213/334]
71,D,1,                      ,D[FL/212/213/334]
72,P,1,P[ -10/ 192/ 115/ 172],             
73,P,0,P[ -15/   1/ 229/ -14],             
74,P,0,P[   0/   3/ 174/   2],             
75,P,0,P[  -3/  28/ 170/  23],             
76,P,0,P[ -12/   0/  58/  -9],             
77,P,1,P[  -2/   0/ 157/  -2],             
78,P,1,P[  -3/   7/ 327/  -3],             
79,P,0,P[  -7/  16/ 235/  13],             
80,P,1,P[  -9/   6/  87/  -9],             
81,P,1,P[ -14/  31/  36/  30],             
82,P,0,P[  -1/  25/ 135/   3],             
83,P,0,P[ -34/   8/  34/   7],             
84,D,0,                      ,D[IM/288/213/334]
85,D,0,                      ,D[AR/ 47/213/334]
86,D,1,                      ,D[FL/213/213/334]
87,D,1,                      ,D[IM/206/214/334]
88,P,1,P[  -1/   6/ 131/   5],             
89,D,0,                      ,D[FL/ 92/216/334]
90,P,1,P[ -41/   1/  41/ -36],             
91,P,0,P[  -2/   2/ 158/  -2],             
92,P,0,P[  -5/   2/ 157/  -5],             
93,P,0,P[  -4/   0/ 218/  -3],             
94,D,0,                      ,D[FL/282/216/334]
95,D,1,                      ,D[FL/265/216/334]
96,D,1,                      ,D[AR/229/216/334]
97,D,1,                      ,D[FL/104/216/334]
98,D,1,                      ,D[AR/256/216/334]
99,P,0,P[  -6/   1/ 159/  -5],             
100,D,1,                      ,D[AR/  1/216/334]
101,P,0,P[  -8/   1/ 329/  -8],             
102,P,0,P[ -36/   4/ 102/  -2],             
103,D,0,                      ,D[AR/209/216/334]
104,D,1,                      ,D[AR/ 49/216/334]
105,D,0,                      ,D[AR/ 49/216/334]
106,D,0,                      ,D[AR/ 54/216/334]
107,D,0,                      ,D[FL/104/216/334]
108,P,1,P[  -7/   1/ 280/  -7],             
109,D,1,                      ,D[FL/281/216/334]
110,D,1,                      ,D[FL/238/216/334]
111,D,1,                      ,D[AR/296/216/334]
112,D,1,                      ,D[AR/ 75/218/334]
113,D,0,                      ,D[FL/ 90/218/334]
114,P,0,P[  -1/   2/ 231/   1],             
115,P,1,P[  -3/   2/ 242/  -3],             
116,D,0,                      ,D[AR/ 83/218/334]
117,D,0,                      ,D[AR/179/218/334]
118,D,0,                      ,D[AR/210/218/334]
119,D,0,                      ,D[FL/307/218/334]
120,D,1,                      ,D[FL/190/218/334]
121,D,0,                      ,D[AR/ 43/218/334]
122,D,0,                      ,D[FL/278/218/334]
123,D,0,                      ,D[FL/297/218/334]
124,P,1,P[  -1/   5/ 304/  -1],             
125,D,0,                      ,D[FL/302/218/334]
126,P,1,P[  -2/  55/ 164/  53],             
127,P,0,P[  -6/   1/ 136/  -6],             
128,D,0,                      ,D[AR/ 27/218/334]
129,D,0,                      ,D[IM/231/218/334]
130,P,0,P[ -13/   0/ 241/  -3],             
131,P,0,P[ -11/   1/ 223/  -1],             
132,D,1,                      ,D[AR/221/218/334]
133,P,1,P[  -8/  15/  94/  12],             
134,D,1,                      ,D[AR/223/216/334]
135,P,0,P[  -2/   3/ 249/  -2],             
136,P,1,P[-100/   8/ 221/ -95],             
137,P,1,P[ -20/  59/  20/  57],             
138,P,0,P[  -1/   4/ 210/  -1],             
139,D,0,                      ,D[AR/  7/215/334]
140,P,0,P[ -10/  19/ 154/  -7],             
141,D,1,                      ,D[FL/100/215/334]
142,P,1,P[  -1/  26/ 145/   2],             
143,D,0,                      ,D[AR/ 36/215/334]
144,P,0,P[  -6/   1/ 160/  -6],             
145,P,1,P[ -20/   6/ 308/ -19],             
146,D,0,                      ,D[AR/ 88/215/334]
147,D,0,                      ,D[AR/133/215/334]
148,P,0,P[  -1/   2/ 225/  -1],             
149,D,1,                      ,D[IM/144/215/334]
150,P,1,P[ -14/   5/ 120/ -14],             
151,P,1,P[  -1/   0/ 272/  -1],             
152,D,1,                      ,D[AR/209/216/334]
153,P,0,P[ -20/  75/  20/ -17],             
154,D,1,                      ,D[FL/123/216/334]
155,D,0,                      ,D[AR/187/216/334]
156,P,0,P[ -44/   0/  63/ -40],             
157,D,1,                      ,D[AR/227/216/334]
158,D,0,                      ,D[FL/304/217/334]
159,P,0,P[ -50/  16/  93/   8],             
160,P,0,P[  -1/  10/  67/   9],             
161,D,1,                      ,D[IM/206/217/334]
162,P,0,P[  -8/ 183/ 103/  -5],             
163,P,0,P[  -5/   2/ 158/  -5],             
164,P,1,P[  -8/   2/ 252/   1],             
165,P,0,P[ -22/  11/ 123/   8],             
166,D,1,                      ,D[AR/263/216/334]
167,D,1,                      ,D[FL/252/216/334]
168,P,1,P[  -2/   6/ 182/  -2],             
169,D,1,                      ,D[AR/232/214/334]
170,D,0,                      ,D[AR/106/214/334]
171,P,0,P[ -16/  10/  38/   6],             
172,D,0,                      ,D[AR/ 83/214/334]
173,P,0,P[ -20/   0/ 163/ -20],             
174,P,0,P[ -44/   0/  63/  -5],             
175,P,1,P[   0/  12/ 321/   2],             
176,D,1,                      ,D[AR/217/214/334]
177,P,1,P[  -1/  25/ 289/  22],             
178,D,1,                      ,D[AR/246/214/334]
179,P,0,P[ -16/   5/ 110/ -15],             
180,D,1,                      ,D[AR/ 37/213/334]
181,D,0,                      ,D[AR/221/213/334]
182,D,0,                      ,D[FL/ 30/213/334]
183,P,1,P[  -8/  35/ 236/  -5],             
184,D,0,                      ,D[AR/180/213/334]
185,P,0,P[  -8/   0/ 270/  -7],             
186,P,1,P[  -9/   1/ 253/  -9],             
187,D,1,                      ,D[AR/185/213/334]
188,P,1,P[  -4/   8/ 191/   6],             
189,D,1,                      ,D[AR/ 54/213/334]
190,D,0,                      ,D[AR/ 83/213/334]
191,P,1,P[  -4/   3/ 288/   2],             
192,P,0,P[ -52/  27/  52/  26],             
193,P,1,P[ -11/  81/  11/  -6],             
194,D,0,                      ,D[AR/272/212/334]
195,D,0,                      ,D[FL/120/212/334]
196,D,0,                      ,D[AR/184/212/334]
197,P,0,P[  -4/  16/ 104/  -3],             
198,D,1,                      ,D[IM/285/212/334]
199,D,0,                      ,D[AR/263/212/334]
