evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
60,D,0,                      ,D[AR/ 60/198/334]
61,D,0,                      ,D[IM/100/198/334]
62,P,0,P[  -4/   7/ 178/  -4],             
63,P,0,P[ -14/  67/  14/  -7],             
64,P,0,P[ -10/  19/  10/  -9],             
65,P,0,P[  -2/   2/ 203/  -2],             
66,D,0,                      ,D[AR/ 84/198/334]
67,D,0,                      ,D[AR/ 25/198/334]
68,P,0,P[  -3/   1/  65/  -3],             
69,P,1,P[  -1/  31/ 266/   1],             
70,D,1,                      ,D[AR/167/198/334]
71,P,1,P[  -5/   1/ 162/  -5],             
72,P,1,P[ -12/  31/  12/  25],             
73,P,0,P[ -16/   0/ 149/ -16],             
74,P,0,P[ -33/   1/ 105/  -2],             
75,P,0,P[ -11/  34/ 120/  -9],             
76,D,0,                      ,D[FL/ 55/199/334]
77,D,0,                      ,D[AR/152/199/334]
78,P,0,P[  -1/   0/ 227/  -1],             
79,P,0,P[  -2/   0/ 334/  -2],             
80,P,0,P[  -2/   0/ 291/  -2],             
81,P,0,P[ -12/ 153/ 113/  18],             
82,D,0,                      ,D[IM/288/199/334]
83,D,0,                      ,D[IM/ 55/199/334]
84,D,1,                      ,D[FL/281/199/334]
85,P,0,P[ -43/   8/  43/ -35],             
86,D,0,                      ,D[FL/137/199/334]
87,P,0,P[ -11/   0/ 156/  -1],             
88,D,1,                      ,D[IM/288/199/334]
89,D,0,                      ,D[AR/ 62/199/334]
90,P,0,P[ -20/  10/  51/   7],             
91,D,0,                      ,D[AR/176/199/334]
92,P,0,P[ -45/  88/  45/ -43],             
93,D,1,                      ,D[FL/302/199/334]
94,P,0,P[ -10/   1/ 183/ -10],             
95,D,1,                      ,D[IM/ 70/198/334]
96,P,0,P[  -6/   0/ 237/  -5],             
97,P,1,P[   0/  16/ 238/   1],             
98,D,0,                      ,D[AR/ 85/199/334]
99,P,1,P[  -5/   5/  76/  -5],             
100,D,0,                      ,D[AR/  1/198/334]
101,D,0,                      ,D[AR/164/198/334]
102,P,0,P[ -10/   1/ 333/  -9],             
103,D,0,                      ,D[IM/ 46/198/334]
104,D,0,                      ,D[AR/  2/198/334]
105,P,0,P[  -1/  15/ 239/  13],             
106,P,0,P[  -7/ 221/  89/ 180],             
107,D,0,                      ,D[AR/ 92/198/334]
108,P,0,P[  -1/  15/ 239/   2],             
109,D,0,                      ,D[AR/271/198/334]
110,P,0,P[ -10/  19/ 223/  14],             
111,P,0,P[  -4/   0/ 307/  -4],             
112,D,0,                      ,D[AR/172/198/334]
113,P,0,P[ -12/  90/  12/   3],             
114,P,0,P[  -6/   8/ 187/  -5],             
115,P,0,P[  -3/  40/   3/  -1],             
116,P,0,P[  -8/   2/ 332/  -8],             
117,P,0,P[ -15/   0/ 126/ -15],             
118,P,0,P[ -15/  58/  15/  -4],             
119,D,0,                      ,D[IM/ 49/198/334]
120,D,0,                      ,D[AR/ 17/198/334]
121,P,0,P[  -4/  17/ 151/  -2],             
122,P,0,P[  -3/   1/ 240/  -3],             
123,P,0,P[  -6/  31/ 115/  27],             
124,D,0,                      ,D[FL/297/198/334]
125,D,0,                      ,D[AR/ 18/198/334]
126,D,0,                      ,D[AR/152/198/334]
127,P,0,P[  -6/   0/ 159/  -6],             
128,P,1,P[  -2/   5/ 165/   4],             
129,D,1,                      ,D[FL/148/197/334]
130,P,1,P[  -1/   0/ 165/  -1],             
131,P,1,P[  -1/   2/ 290/  -1],             
132,D,1,                      ,D[FL/  7/196/334]
133,D,0,                      ,D[FL/217/196/334]
134,D,0,                      ,D[AR/270/196/334]
135,D,0,                      ,D[AR/133/196/334]
136,D,1,                      ,D[AR/277/196/334]
137,D,0,                      ,D[AR/223/196/334]
138,D,1,                      ,D[AR/221/196/334]
139,P,1,P[ -11/  47/  11/ -11],             
140,P,0,P[  -2/   0/ 291/  -2],             
141,P,0,P[  -6/   2/  47/  -6],             
142,D,0,                      ,D[AR/116/196/334]
143,D,0,                      ,D[AR/ 26/196/334]
144,D,0,                      ,D[AR/202/196/334]
145,D,0,                      ,D[AR/222/196/334]
146,D,0,                      ,D[FL/259/196/334]
147,D,0,                      ,D[FL/166/196/334]
148,D,0,                      ,D[IM/ 70/196/334]
149,P,1,P[ -27/  32/  72/ -24],             
150,P,0,P[   0/  14/ 150/  12],             
151,D,0,                      ,D[FL/ 95/194/334]
152,P,1,P[  -3/   1/ 240/  -3],             
153,P,0,P[  -1/   3/  62/   2],             
154,D,1,                      ,D[IM/276/193/334]
155,D,1,                      ,D[FL/ 92/193/334]
156,P,0,P[  -1/  33/  25/  28],             
157,D,0,                      ,D[AR/ 87/193/334]
158,D,0,                      ,D[IM/ 12/193/334]
159,P,0,P[ -12/   0/ 193/ -12],             
160,D,0,                      ,D[AR/175/193/334]
161,D,0,                      ,D[AR/232/193/334]
162,P,0,P[  -7/  13/ 280/  11],             
163,P,1,P[  -1/   3/  62/   2],             
164,P,0,P[   0/   4/ 237/   3],             
165,D,0,                      ,D[FL/166/193/334]
166,D,0,                      ,D[FL/194/193/334]
167,P,1,P[ -11/   2/ 116/ -10],             
168,D,1,                      ,D[AR/ 21/191/334]
169,D,0,                      ,D[AR/270/191/334]
170,D,0,                      ,D[AR/109/191/334]
171,P,0,P[ -13/ 152/ 114/ 149],             
172,D,0,                      ,D[FL/182/191/334]
173,D,0,                      ,D[AR/ 27/191/334]
174,D,0,                      ,D[FL/219/191/334]
175,D,0,                      ,D[FL/ 54/191/334]
176,D,0,                      ,D[AR/ 88/191/334]
177,D,0,                      ,D[FL/ 68/191/334]
178,D,1,                      ,D[AR/248/191/334]
179,P,1,P[   0/  11/ 125/   1],             
180,P,0,P[  -1/  75/   1/  58],             
181,P,1,P[  -8/   9/ 182/   7],             
182,D,0,                      ,D[FL/274/195/334]
183,D,1,                      ,D[AR/105/195/334]
184,D,1,                      ,D[FL/232/195/334]
185,P,1,P[ -16/   0/ 149/  -1],             
186,P,0,P[  -1/  17/ 201/   1],             
187,P,0,P[  -6/  53/  70/  39],             
188,P,0,P[ -12/  90/  12/ -11],             
189,P,1,P[  -1/  68/  68/  64],             
190,D,0,                      ,D[FL/ 76/193/334]
191,D,0,                      ,D[FL/186/193/334]
192,D,0,                      ,D[AR/181/193/334]
193,P,1,P[  -3/   2/ 215/  -3],             
194,D,1,                      ,D[FL/205/193/334]
195,P,0,P[ -13/   3/  73/ -13],             
196,D,0,                      ,D[AR/197/193/334]
197,D,1,                      ,D[AR/226/193/334]
198,D,0,                      ,D[FL/183/193/334]
199,D,0,                      ,D[FL/120/193/334]
