evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
77,D,0,                      ,D[IM/193/209/334]
78,P,0,P[  -5/   1/  80/  -5],             
79,D,0,                      ,D[FL/ 48/209/334]
80,P,0,P[  -7/   0/ 127/  -1],             
81,P,0,P[  -2/   4/ 192/  -2],             
82,P,0,P[  -7/  11/ 177/  -3],             
83,P,0,P[ -14/   6/  71/ -10],             
84,D,0,                      ,D[AR/ 43/209/334]
85,D,1,                      ,D[AR/135/209/334]
86,D,0,                      ,D[FL/297/209/334]
87,D,0,                      ,D[FL/ 54/209/334]
88,P,0,P[ -34/   0/ 107/  -1],             
89,P,1,P[  -5/   3/ 136/   2],             
90,D,1,                      ,D[AR/270/209/334]
91,D,0,                      ,D[AR/175/209/334]
92,P,1,P[  -8/   2/ 332/   1],             
93,P,0,P[ -43/   7/  43/ -35],             
94,D,0,                      ,D[FL/141/209/334]
95,P,0,P[   0/   9/ 156/   8],             
96,D,0,                      ,D[AR/296/209/334]
97,D,0,                      ,D[AR/ 71/209/334]
98,D,1,                      ,D[AR/  6/209/334]
99,P,1,P[  -6/   6/ 221/  -6],             
100,D,0,                      ,D[AR/130/207/334]
101,D,0,                      ,D[AR/ 39/207/334]
102,D,1,                      ,D[FL/ 94/207/334]
103,D,1,                      ,D[AR/227/207/334]
104,P,1,P[ -13/  13/ 183/ -11],             
105,D,0,                      ,D[FL/ 76/206/334]
106,D,0,                      ,D[AR/ 16/206/334]
107,D,0,                      ,D[FL/ 67/206/334]
108,P,1,P[  -1/   6/  90/  -1],             
109,P,1,P[   0/   7/ 279/   5],             
110,P,1,P[ -18/   2/ 180/ -18],             
111,D,1,                      ,D[AR/ 39/205/334]
112,D,0,                      ,D[AR/  1/205/334]
113,D,1,                      ,D[AR/171/205/334]
114,P,1,P[  -9/   1/ 333/  -8],             
115,D,0,                      ,D[FL/ 48/205/334]
116,D,0,                      ,D[AR/183/205/334]
117,D,0,                      ,D[AR/ 65/205/334]
118,P,0,P[  -2/  31/ 145/  28],             
119,P,0,P[   0/  26/ 108/  24],             
120,D,0,                      ,D[FL/251/205/334]
121,D,0,                      ,D[AR/ 37/205/334]
122,D,0,                      ,D[AR/ 27/205/334]
123,P,0,P[ -12/  23/  12/  -7],             
124,P,1,P[ -16/  13/ 187/ -14],             
125,P,1,P[  -5/   7/ 210/  -4],             
126,D,1,                      ,D[AR/  2/205/334]
127,P,1,P[ -18/  12/ 220/   8],             
128,P,0,P[ -25/  34/  72/ -15],             
129,D,0,                      ,D[FL/212/203/334]
130,P,0,P[ -15/  41/  15/  -7],             
131,D,0,                      ,D[FL/ 51/203/334]
132,D,1,                      ,D[AR/177/203/334]
133,P,1,P[  -3/   0/ 122/  -1],             
134,D,0,                      ,D[FL/ 90/203/334]
135,D,0,                      ,D[FL/ 71/203/334]
136,P,1,P[  -5/  11/ 115/   9],             
137,D,1,                      ,D[FL/299/203/334]
138,D,1,                      ,D[FL/ 24/203/334]
139,D,0,                      ,D[FL/160/204/334]
140,P,0,P[   0/   3/ 195/   2],             
141,P,1,P[  -1/   0/ 125/  -1],             
142,D,0,                      ,D[AR/276/204/334]
143,P,0,P[ -10/  46/ 181/  43],             
144,D,0,                      ,D[FL/160/204/334]
145,D,1,                      ,D[AR/282/204/334]
146,D,1,                      ,D[AR/230/204/334]
147,D,0,                      ,D[AR/  5/204/334]
148,P,0,P[ -48/  29/  48/ -36],             
149,D,0,                      ,D[FL/252/204/334]
150,P,0,P[ -34/  24/  34/  20],             
151,D,1,                      ,D[FL/205/204/334]
152,D,0,                      ,D[FL/143/204/334]
153,D,0,                      ,D[AR/267/204/334]
154,D,0,                      ,D[IM/264/204/334]
155,D,1,                      ,D[FL/ 72/204/334]
156,P,0,P[ -25/  34/  72/ -22],             
157,P,0,P[ -14/   0/ 150/  -2],             
158,D,0,                      ,D[IM/ 99/204/334]
159,P,0,P[ -11/   3/ 239/ -10],             
160,D,1,                      ,D[AR/175/204/334]
161,D,0,                      ,D[FL/ 24/204/334]
162,P,0,P[  -3/  25/ 271/  24],             
163,D,0,                      ,D[AR/297/204/334]
164,P,0,P[ -25/  16/  25/  10],             
165,D,1,                      ,D[AR/ 88/204/334]
166,D,0,                      ,D[AR/ 16/204/334]
167,D,1,                      ,D[FL/115/204/334]
168,D,0,                      ,D[FL/212/202/334]
169,P,0,P[  -1/  31/ 270/  29],             
170,D,1,                      ,D[AR/ 39/202/334]
171,D,0,                      ,D[AR/118/202/334]
172,D,0,                      ,D[FL/194/202/334]
173,D,1,                      ,D[AR/ 87/202/334]
174,D,1,                      ,D[FL/ 34/202/334]
175,P,0,P[  -1/   0/ 290/  -1],             
176,P,0,P[  -1/   1/ 196/  -1],             
177,P,0,P[  -6/  41/ 116/  -3],             
178,D,1,                      ,D[AR/ 26/201/334]
179,D,0,                      ,D[FL/212/201/334]
180,P,0,P[  -4/  11/  90/   9],             
181,D,0,                      ,D[AR/289/201/334]
182,D,0,                      ,D[FL/173/201/334]
183,D,0,                      ,D[FL/ 34/201/334]
184,D,0,                      ,D[FL/194/201/334]
185,D,1,                      ,D[AR/270/201/334]
186,P,1,P[  -4/   7/ 266/   5],             
187,P,0,P[  -2/   0/ 312/  -2],             
188,P,1,P[  -5/   1/  84/  -5],             
189,P,1,P[ -48/  29/  48/  18],             
190,P,0,P[   0/  71/ 151/   6],             
191,D,0,                      ,D[IM/216/199/334]
192,P,0,P[  -3/   5/ 308/  -3],             
193,P,0,P[ -11/   9/ 240/   6],             
194,D,0,                      ,D[FL/252/199/334]
195,P,0,P[  -4/  10/ 149/   9],             
196,P,1,P[ -44/  50/  44/  35],             
197,D,1,                      ,D[AR/ 10/201/334]
198,D,0,                      ,D[FL/ 95/201/334]
199,P,0,P[ -17/   3/ 188/ -16],             
