evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
42,D,1,                      ,D[IM/ 77/204/334]
43,P,1,P[  -4/  15/ 248/  14],             
44,D,0,                      ,D[AR/ 83/204/334]
45,D,0,                      ,D[FL/ 67/204/334]
46,P,1,P[ -17/   0/ 120/ -16],             
47,P,0,P[  -3/  26/ 276/   2],             
48,D,0,                      ,D[FL/120/203/334]
49,P,0,P[  -7/ 107/   7/ 106],             
50,D,0,                      ,D[FL/147/203/334]
51,P,0,P[   0/   7/  79/   6],             
52,P,0,P[ -11/   5/ 284/ -11],             
53,P,1,P[ -14/   0/ 167/ -14],             
54,P,0,P[  -1/   2/ 253/   1],             
55,P,0,P[  -6/  36/   6/  -3],             
56,P,1,P[  -1/   1/  55/  -1],             
57,P,1,P[ -14/   1/ 230/ -12],             
58,D,0,                      ,D[FL/ 26/201/334]
59,P,1,P[  -4/   4/ 189/  -3],             
60,P,1,P[   0/   3/ 295/   2],             
61,P,1,P[ -39/   8/  39/   3],             
62,D,1,                      ,D[AR/294/201/334]
63,D,1,                      ,D[AR/278/200/334]
64,P,0,P[  -5/   5/ 178/  -5],             
65,P,0,P[ -14/  77/  14/  -6],             
66,P,1,P[ -10/   9/  10/ -10],             
67,P,1,P[  -1/   1/ 266/  -1],             
68,P,1,P[  -5/  19/  75/  -4],             
69,P,1,P[ -18/  30/  18/  24],             
70,D,0,                      ,D[FL/253/197/334]
71,D,0,                      ,D[FL/216/197/334]
72,D,1,                      ,D[AR/ 89/197/334]
73,D,1,                      ,D[FL/ 51/197/334]
74,D,0,                      ,D[FL/236/196/334]
75,D,1,                      ,D[AR/302/196/334]
76,P,1,P[   0/  17/ 240/  16],             
77,P,0,P[  -2/  25/ 149/  -2],             
78,P,0,P[  -1/  21/ 105/  19],             
79,P,1,P[ -13/  20/ 120/ -12],             
80,D,0,                      ,D[AR/ 65/195/334]
81,P,0,P[  -1/  13/ 198/  12],             
82,D,1,                      ,D[AR/140/195/334]
83,D,1,                      ,D[AR/186/195/334]
84,P,0,P[  -7/ 129/ 139/ 115],             
85,P,0,P[   0/  18/   0/   1],             
86,P,1,P[  -1/   0/ 299/  -1],             
87,D,0,                      ,D[FL/182/195/334]
88,P,1,P[  -3/   2/ 332/   1],             
89,P,0,P[ -35/  11/  43/ -27],             
90,D,1,                      ,D[FL/147/195/334]
91,D,1,                      ,D[AR/ 10/194/334]
92,P,0,P[ -16/   2/ 220/ -15],             
93,P,0,P[  -1/  71/  65/  64],             
94,P,0,P[ -51/  16/  51/   9],             
95,D,0,                      ,D[FL/190/194/334]
96,D,1,                      ,D[AR/ 38/194/334]
97,D,0,                      ,D[FL/ 93/194/334]
98,D,1,                      ,D[AR/231/194/334]
99,D,0,                      ,D[AR/175/194/334]
100,D,1,                      ,D[FL/ 75/194/334]
101,D,1,                      ,D[AR/ 12/193/334]
102,P,1,P[  -1/   1/  90/  -1],             
103,P,0,P[  -5/   6/ 279/   4],             
104,P,0,P[  -7/   2/ 180/   1],             
105,D,0,                      ,D[AR/ 38/194/334]
106,D,1,                      ,D[AR/  1/194/334]
107,D,0,                      ,D[AR/180/194/334]
108,P,1,P[  -1/   3/ 272/   2],             
109,D,1,                      ,D[AR/176/194/334]
110,D,1,                      ,D[AR/ 49/194/334]
111,D,0,                      ,D[AR/  2/194/334]
112,P,1,P[  -1/  11/ 239/   9],             
113,P,0,P[  -2/   0/ 323/  -2],             
114,P,0,P[  -3/   0/ 239/  -3],             
115,D,1,                      ,D[AR/279/194/334]
116,D,0,                      ,D[IM/ 27/194/334]
117,P,1,P[  -5/   4/ 307/   3],             
118,D,0,                      ,D[FL/185/194/334]
119,D,0,                      ,D[FL/ 26/194/334]
120,P,0,P[   0/  11/ 107/   1],             
121,D,1,                      ,D[FL/172/194/334]
122,D,1,                      ,D[AR/ 39/194/334]
123,D,1,                      ,D[FL/166/194/334]
124,P,0,P[  -7/   1/ 256/  -5],             
125,D,0,                      ,D[FL/115/193/334]
126,P,1,P[ -15/   3/  72/ -12],             
127,D,0,                      ,D[AR/223/193/334]
128,P,1,P[ -15/  96/  15/   1],             
129,D,0,                      ,D[FL/ 52/193/334]
130,D,0,                      ,D[FL/185/193/334]
131,P,1,P[  -5/   0/ 151/  -5],             
132,P,1,P[   0/  10/ 240/   1],             
133,P,0,P[ -13/   0/ 115/  -2],             
134,D,0,                      ,D[FL/304/193/334]
135,D,0,                      ,D[AR/ 20/193/334]
136,D,0,                      ,D[AR/173/193/334]
137,D,1,                      ,D[FL/ 32/193/334]
138,P,1,P[ -12/   0/ 175/ -10],             
139,P,0,P[  -1/   0/ 290/  -1],             
140,D,1,                      ,D[IM/121/192/334]
141,P,1,P[  -7/   1/ 181/  -7],             
142,D,0,                      ,D[AR/173/192/334]
143,D,0,                      ,D[FL/ 51/192/334]
144,P,0,P[  -2/   0/ 257/  -2],             
145,D,0,                      ,D[AR/  5/192/334]
146,P,0,P[  -3/   4/  48/  -2],             
147,D,0,                      ,D[AR/267/192/334]
148,P,0,P[ -34/  24/  34/  20],             
149,D,0,                      ,D[FL/216/192/334]
150,D,1,                      ,D[FL/161/192/334]
151,D,1,                      ,D[FL/274/192/334]
152,D,1,                      ,D[AR/272/193/334]
153,D,0,                      ,D[AR/294/193/334]
154,P,1,P[  -6/   0/ 272/  -6],             
155,D,1,                      ,D[AR/207/193/334]
156,P,0,P[  -2/  59/  65/  -2],             
157,P,0,P[  -3/   1/ 231/  -3],             
158,P,1,P[  -9/   6/ 216/  -8],             
159,D,0,                      ,D[AR/ 19/193/334]
160,P,0,P[   0/  18/   0/  17],             
161,D,1,                      ,D[AR/229/193/334]
162,P,0,P[  -2/  19/ 223/  14],             
163,P,0,P[ -30/  57/  30/ -29],             
164,D,1,                      ,D[AR/ 11/193/334]
165,P,1,P[   0/  11/ 193/  10],             
166,D,0,                      ,D[IM/190/193/334]
167,D,1,                      ,D[AR/ 39/193/334]
168,D,0,                      ,D[IM/123/193/334]
169,D,0,                      ,D[IM/210/193/334]
170,P,1,P[ -42/   6/  42/ -41],             
171,D,0,                      ,D[AR/ 59/193/334]
172,P,0,P[ -50/   9/  50/ -49],             
173,P,0,P[  -1/  17/ 175/  14],             
174,D,1,                      ,D[AR/222/193/334]
175,P,1,P[ -27/   3/  90/  -1],             
176,D,1,                      ,D[FL/297/192/334]
177,D,1,                      ,D[AR/180/189/334]
178,D,0,                      ,D[FL/ 30/189/334]
179,D,1,                      ,D[AR/207/189/334]
180,D,1,                      ,D[FL/ 54/189/334]
181,D,1,                      ,D[AR/ 88/189/334]
182,D,1,                      ,D[FL/ 70/189/334]
183,D,0,                      ,D[FL/145/188/334]
184,P,0,P[ -84/   1/  84/ -80],             
185,P,0,P[  -1/  47/   1/  36],             
186,P,0,P[  -6/   0/ 140/  -5],             
187,P,0,P[  -7/   1/ 256/  -6],             
188,P,1,P[  -4/   2/ 308/  -4],             
189,P,0,P[  -3/   2/ 278/  -3],             
190,D,0,                      ,D[AR/ 37/187/334]
191,P,1,P[ -19/  75/  19/  69],             
192,P,1,P[ -23/  73/  23/  71],             
193,P,1,P[  -6/   5/ 329/  -6],             
194,P,0,P[  -9/   1/ 299/  -9],             
195,P,0,P[  -9/  30/ 217/  27],             
196,D,0,                      ,D[FL/274/188/334]
197,P,0,P[   0/   7/ 260/   6],             
198,P,1,P[  -5/   0/ 326/  -5],             
199,D,0,                      ,D[IM/254/188/334]
