evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
68,P,0,P[  -4/   2/ 203/  -4],             
69,D,1,                      ,D[FL/ 77/205/334]
70,D,1,                      ,D[FL/ 24/204/334]
71,P,0,P[  -8/   1/  93/  -1],             
72,P,0,P[ -34/  91/  34/  88],             
73,D,1,                      ,D[FL/215/204/334]
74,D,1,                      ,D[AR/ 84/204/334]
75,D,0,                      ,D[KK/ 44/204/334]
76,D,1,                      ,D[FL/300/204/334]
77,P,0,P[ -20/   3/  80/ -20],             
78,D,0,                      ,D[AR/ 42/204/334]
79,P,1,P[  -4/   6/ 127/  -4],             
80,P,0,P[   0/  11/ 192/  10],             
81,P,0,P[  -5/  15/ 177/  -1],             
82,P,1,P[  -6/   2/ 284/   1],             
83,P,1,P[ -16/  32/  16/ -11],             
84,P,0,P[  -1/   1/ 322/  -1],             
85,P,1,P[  -9/   0/ 139/  -1],             
86,P,1,P[   0/  59/   0/   4],             
87,P,0,P[  -2/   8/ 184/  -2],             
88,D,1,                      ,D[FL/ 53/203/334]
89,D,0,                      ,D[AR/175/203/334]
90,D,1,                      ,D[AR/ 26/203/334]
91,D,1,                      ,D[AR/270/203/334]
92,P,0,P[  -3/   6/ 305/  -2],             
93,D,0,                      ,D[FL/166/203/334]
94,P,0,P[ -65/  16/  65/   7],             
95,P,0,P[ -25/  29/  51/  24],             
96,D,1,                      ,D[FL/186/203/334]
97,P,1,P[  -2/  36/ 174/  -2],             
98,P,0,P[ -26/   1/ 183/ -24],             
99,D,0,                      ,D[AR/ 70/201/334]
100,P,1,P[  -6/  24/  74/  -5],             
101,D,1,                      ,D[AR/111/199/334]
102,P,1,P[ -10/  22/ 279/  17],             
103,P,1,P[  -8/   3/ 180/   2],             
104,D,1,                      ,D[AR/ 37/197/334]
105,D,1,                      ,D[AR/  1/197/334]
106,D,1,                      ,D[AR/179/197/334]
107,P,1,P[ -28/  28/  28/ -28],             
108,D,0,                      ,D[AR/164/197/334]
109,D,1,                      ,D[AR/  2/197/334]
110,P,0,P[  -4/  16/ 239/  13],             
111,P,0,P[ -26/   0/ 108/  -2],             
112,D,1,                      ,D[FL/259/197/334]
113,D,1,                      ,D[FL/ 35/196/334]
114,D,0,                      ,D[FL/ 23/196/334]
115,D,1,                      ,D[FL/ 36/196/334]
116,D,1,                      ,D[AR/271/196/334]
117,P,0,P[  -4/  14/ 249/  12],             
118,D,0,                      ,D[FL/ 22/196/334]
119,D,0,                      ,D[FL/  7/196/334]
120,P,0,P[  -1/   3/ 180/  -1],             
121,D,0,                      ,D[AR/164/196/334]
122,P,0,P[  -1/  24/ 220/  20],             
123,P,1,P[ -12/  27/  72/  -5],             
124,D,1,                      ,D[FL/216/196/334]
125,P,0,P[ -15/  73/  15/  -2],             
126,D,0,                      ,D[AR/ 48/197/334]
127,D,0,                      ,D[AR/ 16/197/334]
128,P,1,P[   0/  10/ 151/   1],             
129,P,1,P[  -4/   1/ 240/  -4],             
130,P,1,P[  -1/   8/ 184/   7],             
131,P,1,P[  -2/   0/ 206/  -2],             
132,P,1,P[  -7/   0/ 271/  -7],             
133,P,1,P[  -3/   4/ 175/  -2],             
134,P,0,P[  -8/   1/ 191/  -6],             
135,D,1,                      ,D[AR/268/197/334]
136,D,0,                      ,D[FL/170/197/334]
137,D,0,                      ,D[FL/284/197/334]
138,P,0,P[  -1/   0/  77/  -1],             
139,D,0,                      ,D[FL/233/197/334]
140,D,1,                      ,D[AR/  5/197/334]
141,P,0,P[  -9/   7/ 291/   6],             
142,P,0,P[ -47/   4/  47/   3],             
143,D,0,                      ,D[AR/118/197/334]
144,P,1,P[  -1/  12/ 271/  -1],             
145,D,1,                      ,D[FL/232/198/334]
146,D,0,                      ,D[AR/268/198/334]
147,D,0,                      ,D[IM/287/198/334]
148,P,1,P[  -7/   1/ 272/  -7],             
149,D,1,                      ,D[AR/197/197/334]
150,P,0,P[ -65/  16/  65/ -65],             
151,P,1,P[  -2/   5/ 231/  -2],             
152,P,0,P[ -11/  21/ 216/  -9],             
153,D,1,                      ,D[AR/ 20/195/334]
154,P,1,P[   0/  56/   0/  53],             
155,D,1,                      ,D[AR/227/194/334]
156,D,0,                      ,D[FL/ 93/194/334]
157,P,0,P[  -6/  24/  25/  20],             
158,D,0,                      ,D[AR/ 86/194/334]
159,D,0,                      ,D[AR/ 14/194/334]
160,D,1,                      ,D[FL/118/194/334]
161,D,1,                      ,D[IM/ 58/194/334]
162,D,1,                      ,D[IM/259/194/334]
163,P,0,P[  -1/  11/ 214/  10],             
164,P,1,P[  -9/   7/ 291/   6],             
165,P,0,P[  -2/   2/  72/   1],             
166,D,1,                      ,D[FL/168/194/334]
167,D,1,                      ,D[AR/ 40/195/334]
168,P,1,P[   0/   8/ 242/   1],             
169,P,0,P[  -7/   0/ 291/  -7],             
170,P,0,P[  -5/   6/  90/   4],             
171,D,1,                      ,D[AR/290/195/334]
172,D,0,                      ,D[AR/179/196/334]
173,D,1,                      ,D[IM/ 33/196/334]
174,D,0,                      ,D[AR/230/196/334]
175,P,0,P[  -2/   2/ 266/   1],             
176,P,1,P[  -5/   0/ 125/  -5],             
177,P,1,P[  -8/   0/ 155/  -8],             
178,P,0,P[  -1/  84/   1/  65],             
179,P,1,P[  -1/   2/ 140/  -1],             
180,P,0,P[  -3/   2/ 256/  -3],             
181,P,1,P[  -5/   1/ 308/  -5],             
182,P,0,P[  -5/  15/ 240/  12],             
183,D,1,                      ,D[FL/258/193/334]
184,P,1,P[  -2/  33/ 149/  31],             
185,P,1,P[ -19/  28/  19/  25],             
186,P,1,P[ -23/  28/  23/  27],             
187,P,0,P[  -8/   1/ 329/  -8],             
188,P,1,P[  -2/   1/  89/  -2],             
189,D,0,                      ,D[FL/193/194/334]
190,D,0,                      ,D[FL/ 36/194/334]
191,D,0,                      ,D[FL/274/194/334]
192,P,1,P[ -12/   8/  73/ -12],             
193,D,1,                      ,D[AR/207/194/334]
194,D,1,                      ,D[AR/179/194/334]
195,D,1,                      ,D[FL/304/194/334]
196,D,1,                      ,D[FL/125/193/334]
197,P,1,P[  -1/   2/  95/   1],             
198,P,0,P[  -2/   0/ 186/  -2],             
199,P,0,P[ -14/  41/  44/  40],             
