evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
150,P,0,P[ -25/  19/  25/  17],             
151,P,1,P[  -1/  14/ 150/   1],             
152,P,0,P[ -11/  96/  11/  95],             
153,P,0,P[  -3/  17/ 114/  13],             
154,D,1,                      ,D[AR/289/172/334]
155,P,0,P[ -42/  41/  42/ -38],             
156,P,0,P[  -1/   4/ 268/   3],             
157,D,0,                      ,D[FL/205/172/334]
158,D,0,                      ,D[FL/265/172/334]
159,D,1,                      ,D[IM/277/172/334]
160,P,0,P[  -1/   4/ 268/  -1],             
161,P,1,P[  -6/   1/ 220/  -6],             
162,P,0,P[   0/   7/ 173/   6],             
163,P,0,P[   0/  13/ 216/  12],             
164,D,0,                      ,D[AR/  1/172/334]
165,P,0,P[  -5/  13/ 188/  -3],             
166,D,1,                      ,D[AR/208/172/334]
167,D,0,                      ,D[FL/235/172/334]
168,D,1,                      ,D[AR/132/172/334]
169,D,1,                      ,D[FL/186/172/334]
170,D,1,                      ,D[AR/184/173/334]
171,D,0,                      ,D[AR/177/173/334]
172,D,0,                      ,D[FL/282/173/334]
173,D,1,                      ,D[AR/ 88/173/334]
174,D,0,                      ,D[AR/132/173/334]
175,D,1,                      ,D[AR/ 39/173/334]
176,P,0,P[  -2/   1/ 260/  -2],             
177,P,1,P[  -2/   7/ 201/   4],             
178,D,1,                      ,D[AR/141/173/334]
179,D,1,                      ,D[AR/129/173/334]
180,D,1,                      ,D[AR/178/173/334]
181,D,0,                      ,D[FL/ 77/173/334]
182,P,0,P[  -5/  12/ 188/  -3],             
183,D,0,                      ,D[AR/269/173/334]
184,D,0,                      ,D[AR/184/173/334]
185,P,1,P[  -6/  33/ 239/  26],             
186,D,0,                      ,D[FL/240/173/334]
187,P,0,P[  -7/   9/ 275/   8],             
188,D,0,                      ,D[AR/233/173/334]
189,D,0,                      ,D[FL/ 22/173/334]
190,P,0,P[ -19/   0/ 203/ -17],             
191,D,0,                      ,D[KK/ 44/173/334]
192,P,0,P[  -5/  15/ 154/  -4],             
193,P,0,P[ -82/   6/ 198/ -65],             
194,P,0,P[  -4/  10/ 273/  -2],             
195,D,1,                      ,D[AR/ 59/173/334]
196,P,0,P[  -3/   7/ 267/  -2],             
197,P,0,P[ -14/   6/ 282/   5],             
198,P,0,P[  -9/   2/ 330/  -9],             
199,D,0,                      ,D[IM/311/173/334]
200,D,1,                      ,D[AR/170/173/334]
201,P,0,P[ -14/   6/ 282/ -14],             
202,P,0,P[ -16/   0/ 249/ -16],             
203,D,0,                      ,D[FL/136/173/334]
204,D,1,                      ,D[AR/230/173/334]
205,D,1,                      ,D[AR/296/173/334]
206,P,0,P[   0/  13/ 247/  10],             
207,P,0,P[ -18/  90/  18/  70],             
208,D,0,                      ,D[AR/242/174/334]
209,D,1,                      ,D[FL/218/174/334]
210,D,0,                      ,D[AR/296/173/334]
211,P,0,P[  -3/  26/ 236/  -3],             
212,D,0,                      ,D[AR/  2/173/334]
213,P,1,P[  -8/   3/ 257/  -8],             
214,D,1,                      ,D[AR/113/172/334]
215,P,1,P[  -1/   3/ 106/  -1],             
216,D,0,                      ,D[FL/214/172/334]
217,P,0,P[ -43/  27/  43/ -40],             
218,D,0,                      ,D[FL/126/172/334]
219,D,0,                      ,D[AR/ 83/172/334]
220,P,1,P[  -4/  13/ 274/  -2],             
221,P,1,P[ -10/   9/ 108/ -10],             
222,P,1,P[  -4/  16/ 237/  -2],             
223,P,1,P[  -8/   1/  99/  -8],             
224,D,0,                      ,D[FL/196/171/334]
225,D,0,                      ,D[FL/ 51/171/334]
226,P,1,P[ -16/  77/  16/  70],             
227,P,1,P[ -11/  11/ 160/  -7],             
228,D,0,                      ,D[AR/  2/171/334]
229,D,0,                      ,D[AR/ 95/171/334]
230,D,1,                      ,D[AR/ 86/171/334]
231,P,0,P[  -1/   4/  65/  -1],             
232,P,1,P[ -29/   0/  92/ -29],             
233,D,1,                      ,D[AR/182/171/334]
234,D,1,                      ,D[AR/208/171/334]
235,P,0,P[  -2/   0/ 120/  -2],             
236,D,0,                      ,D[AR/  2/171/334]
237,P,1,P[ -15/  25/  81/  19],             
238,D,1,                      ,D[AR/248/170/334]
239,D,0,                      ,D[AR/184/170/334]
240,D,0,                      ,D[AR/  2/170/334]
241,D,1,                      ,D[AR/ 15/170/334]
242,D,1,                      ,D[AR/227/170/334]
243,D,0,                      ,D[FL/305/170/334]
244,D,0,                      ,D[FL/214/170/334]
245,P,1,P[ -15/  47/  15/  45],             
246,D,0,                      ,D[FL/281/169/334]
247,P,1,P[  -3/   4/ 309/   2],             
248,P,1,P[   0/  23/ 176/   1],             
249,P,1,P[  -2/  18/ 235/  -2],             
250,P,0,P[  -4/  17/ 260/  12],             
251,D,1,                      ,D[AR/ 20/170/334]
252,D,1,                      ,D[AR/296/169/334]
253,D,1,                      ,D[AR/  0/168/334]
254,D,0,                      ,D[FL/ 93/168/334]
255,P,0,P[  -4/   2/ 206/   1],             
256,P,0,P[  -1/   0/ 195/  -1],             
257,P,0,P[  -1/   0/ 139/  -1],             
258,P,1,P[  -5/   3/ 331/  -4],             
259,P,1,P[ -12/  19/ 161/  18],             
260,D,0,                      ,D[AR/130/168/334]
261,D,1,                      ,D[AR/ 39/168/334]
262,D,1,                      ,D[AR/ 94/168/334]
263,P,1,P[  -3/  29/ 152/   3],             
264,P,0,P[ -12/  20/  88/  18],             
265,D,0,                      ,D[AR/ 42/171/334]
266,P,0,P[  -1/   6/ 288/   4],             
267,P,0,P[  -2/   6/ 289/  -2],             
268,D,0,                      ,D[AR/221/171/334]
269,D,0,                      ,D[FL/235/171/334]
270,P,0,P[  -3/   4/  52/   3],             
271,D,0,                      ,D[AR/272/171/334]
272,D,0,                      ,D[IM/ 98/171/334]
273,D,0,                      ,D[AR/268/171/334]
274,P,0,P[  -4/   5/  71/  -4],             
275,P,0,P[ -12/  20/  88/ -12],             
276,P,1,P[  -1/  21/  56/  -1],             
277,D,1,                      ,D[AR/221/171/334]
278,D,0,                      ,D[FL/236/171/334]
279,P,0,P[  -6/  26/ 155/  -3],             
280,D,0,                      ,D[AR/226/171/334]
281,P,1,P[  -1/  23/ 112/   1],             
282,D,1,                      ,D[AR/176/171/334]
283,P,1,P[  -9/   2/ 184/  -9],             
284,D,0,                      ,D[AR/267/167/334]
285,P,1,P[  -1/   2/ 104/   1],             
286,P,0,P[ -25/  71/  25/  69],             
287,D,1,                      ,D[AR/269/167/334]
288,P,0,P[   0/  28/ 209/   2],             
289,P,0,P[ -20/   6/  20/ -20],             
290,P,1,P[ -10/   0/ 269/ -10],             
291,D,0,                      ,D[FL/251/166/334]
292,P,0,P[   0/  14/ 247/  13],             
293,D,1,                      ,D[AR/244/166/334]
294,D,0,                      ,D[AR/113/165/334]
295,D,0,                      ,D[FL/182/165/334]
296,D,0,                      ,D[FL/ 80/165/334]
297,D,0,                      ,D[FL/283/165/334]
298,D,1,                      ,D[FL/228/165/334]
299,P,0,P[  -4/   0/ 141/  -4],             
300,D,1,                      ,D[AR/ 89/165/334]
301,D,0,                      ,D[AR/137/165/334]
302,P,0,P[   0/   9/ 123/   1],             
303,D,1,                      ,D[AR/249/165/334]
304,D,0,                      ,D[AR/113/166/334]
305,D,1,                      ,D[AR/145/166/334]
306,P,1,P[  -1/   0/ 107/  -1],             
307,P,0,P[ -60/   2/  60/ -58],             
308,P,0,P[  -2/   0/ 248/  -2],             
309,D,1,                      ,D[AR/156/166/334]
310,P,0,P[ -33/   1/ 293/ -29],             
311,D,0,                      ,D[IM/ 47/167/334]
312,P,1,P[  -5/   1/ 326/  -5],             
313,P,1,P[  -1/   1/ 132/  -1],             
314,P,1,P[   0/  22/  55/  21],             
315,P,1,P[   0/   5/ 126/   4],             
316,P,1,P[   0/  20/ 233/   2],             
317,P,0,P[   0/  18/   0/   3],             
318,D,0,                      ,D[FL/ 77/166/334]
319,P,1,P[  -2/   0/ 105/  -2],             
320,P,0,P[  -4/  11/ 179/  -4],             
321,P,0,P[  -1/   1/ 333/  -1],             
322,P,1,P[  -1/   1/ 256/  -1],             
323,P,0,P[  -2/   0/ 102/  -2],             
324,P,0,P[ -15/   0/ 252/ -14],             
325,D,0,                      ,D[FL/231/166/334]
326,D,1,                      ,D[AR/179/166/334]
327,D,1,                      ,D[AR/129/166/334]
328,P,0,P[  -2/   0/ 323/  -2],             
329,P,0,P[ -13/  24/ 273/  19],             
330,P,0,P[  -1/   9/ 176/  -1],             
331,D,0,                      ,D[FL/259/166/334]
332,D,0,                      ,D[AR/ 39/166/334]
333,D,0,                      ,D[AR/156/166/334]
334,P,0,P[  -6/   0/ 211/  -1],             
335,D,0,                      ,D[AR/179/166/334]
336,P,1,P[  -4/   8/ 325/  -3],             
337,D,1,                      ,D[AR/268/166/334]
338,P,0,P[ -22/  28/  22/  25],             
339,P,0,P[ -47/   4/  47/  -4],             
340,D,0,                      ,D[FL/229/166/334]
341,D,0,                      ,D[IM/307/166/334]
342,P,0,P[  -1/   0/ 213/  -1],             
343,D,1,                      ,D[AR/140/166/334]
344,P,1,P[  -9/ 158/ 101/   3],             
345,P,0,P[ -23/  15/ 283/  14],             
346,P,1,P[  -3/   1/ 106/  -3],             
347,P,0,P[   0/  14/ 247/   1],             
348,D,0,                      ,D[AR/151/166/334]
349,P,0,P[ -11/   1/ 193/  -9],             
350,P,1,P[  -1/   1/ 333/  -1],             
351,P,0,P[  -3/   0/ 225/  -1],             
352,D,1,                      ,D[AR/227/166/334]
353,P,0,P[ -17/  35/  17/  -7],             
354,D,0,                      ,D[IM/  8/166/334]
355,P,1,P[  -8/   0/ 239/  -7],             
356,P,1,P[  -3/   0/ 225/  -1],             
357,P,0,P[  -4/  16/ 261/  15],             
358,D,1,                      ,D[AR/141/165/334]
359,P,1,P[  -6/  27/ 155/  16],             
360,P,1,P[ -24/  24/  24/ -22],             
361,P,0,P[   0/  14/ 247/  12],             
362,D,1,                      ,D[AR/225/162/334]
363,P,1,P[  -4/  16/  89/  15],             
364,D,1,                      ,D[AR/252/161/334]
365,P,0,P[ -10/   0/ 331/  -9],             
366,D,0,                      ,D[AR/ 69/161/334]
367,P,0,P[  -1/  33/ 167/  31],             
368,P,0,P[  -3/   7/ 296/  -2],             
369,D,1,                      ,D[AR/250/161/334]
370,D,0,                      ,D[AR/ 18/161/334]
371,D,1,                      ,D[AR/270/161/334]
372,D,0,                      ,D[AR/ 86/161/334]
373,P,1,P[  -1/  72/   1/   6],             
374,P,1,P[  -3/   3/  52/  -2],             
375,P,0,P[   0/   5/ 310/   4],             
376,P,0,P[   0/   3/ 299/   2],             
377,D,1,                      ,D[AR/ 40/161/334]
378,D,0,                      ,D[FL/235/161/334]
379,P,1,P[ -51/   6/  51/   5],             
380,P,0,P[ -14/ 154/ 105/   6],             
381,D,0,                      ,D[FL/ 97/161/334]
382,P,0,P[  -7/   1/ 223/  -7],             
383,P,0,P[  -1/   4/ 162/  -1],             
384,D,0,                      ,D[AR/ 43/161/334]
385,D,0,                      ,D[AR/ 87/161/334]
386,P,1,P[  -2/   0/ 314/  -2],             
387,P,0,P[  -7/  66/   7/   9],             
388,P,1,P[   0/   7/ 214/   6],             
389,P,0,P[ -31/  31/  31/ -28],             
390,D,0,                      ,D[AR/223/162/334]
391,D,1,                      ,D[FL/214/162/334]
392,D,0,                      ,D[AR/270/162/334]
393,P,0,P[  -2/   5/ 124/   4],             
394,D,0,                      ,D[AR/ 93/162/334]
395,P,0,P[   0/  17/ 111/   2],             
396,P,0,P[  -1/   0/ 195/  -1],             
397,D,0,                      ,D[AR/134/162/334]
398,D,0,                      ,D[AR/246/162/334]
399,D,1,                      ,D[AR/199/162/334]
400,P,0,P[ -31/   1/ 180/ -28],             
401,P,0,P[  -1/   4/  50/   3],             
402,P,0,P[  -2/  22/ 113/  -1],             
403,P,0,P[ -14/  64/  14/  -9],             
404,D,1,                      ,D[AR/178/160/334]
405,D,0,                      ,D[AR/283/160/334]
406,P,0,P[ -13/  20/  13/ -11],             
407,P,1,P[  -6/   6/ 328/  -4],             
408,D,0,                      ,D[FL/163/160/334]
409,P,0,P[ -40/  42/  40/ -38],             
410,P,0,P[   0/   5/  37/   4],             
411,P,0,P[ -14/ 154/ 105/ 143],             
412,D,0,                      ,D[AR/242/160/334]
413,P,1,P[  -9/   0/  61/  -1],             
414,D,0,                      ,D[FL/228/160/334]
415,P,1,P[  -1/   2/ 131/  -1],             
416,D,0,                      ,D[AR/203/160/334]
417,D,0,                      ,D[AR/270/160/334]
418,P,0,P[  -6/   0/ 173/  -6],             
419,D,1,                      ,D[AR/185/160/334]
420,P,0,P[  -8/   1/ 305/  -8],             
421,P,0,P[ -14/ 154/ 105/  10],             
422,D,1,                      ,D[FL/299/160/334]
423,P,0,P[ -17/   2/ 257/ -16],             
424,P,0,P[ -18/   8/  51/   5],             
425,P,1,P[  -7/  66/   7/  49],             
426,P,0,P[  -4/   0/ 148/  -4],             
427,D,0,                      ,D[IM/196/161/334]
428,D,0,                      ,D[AR/112/161/334]
429,P,0,P[ -82/   6/ 198/ -75],             
430,P,1,P[  -1/   0/ 316/  -1],             
431,P,0,P[  -9/   2/ 264/  -9],             
432,P,0,P[   0/  17/ 271/  16],             
433,D,0,                      ,D[AR/124/160/334]
434,D,0,                      ,D[AR/ 21/160/334]
435,P,0,P[  -1/  33/ 167/  28],             
436,D,1,                      ,D[AR/208/160/334]
437,D,0,                      ,D[FL/  7/160/334]
438,D,1,                      ,D[AR/185/160/334]
439,D,1,                      ,D[AR/ 40/160/334]
440,D,0,                      ,D[FL/306/160/334]
441,D,0,                      ,D[FL/236/160/334]
442,D,0,                      ,D[FL/137/160/334]
443,P,0,P[  -3/  39/  68/  -3],             
444,D,0,                      ,D[AR/ 20/160/334]
445,P,0,P[ -30/  32/  30/  29],             
446,P,1,P[  -1/   8/ 216/   7],             
447,D,0,                      ,D[FL/205/160/334]
448,D,0,                      ,D[AR/ 59/160/334]
449,D,0,                      ,D[AR/179/160/334]
450,D,1,                      ,D[IM/309/160/334]
451,D,1,                      ,D[AR/184/160/334]
452,P,1,P[  -4/   0/ 325/  -1],             
453,P,0,P[ -11/   2/ 163/  -1],             
454,P,1,P[ -56/  17/  56/   8],             
455,P,1,P[  -4/   0/ 242/  -4],             
456,P,0,P[ -16/   0/ 278/ -16],             
457,P,1,P[  -2/   0/ 120/  -2],             
458,P,1,P[ -10/   0/ 270/  -1],             
459,P,0,P[  -2/   5/ 284/  -1],             
460,D,1,                      ,D[AR/156/160/334]
461,D,0,                      ,D[FL/304/161/334]
462,D,0,                      ,D[AR/130/161/334]
463,D,0,                      ,D[FL/159/161/334]
464,P,0,P[ -16/  92/  16/ -16],             
465,P,0,P[ -21/  47/ 119/ -15],             
466,P,0,P[  -1/   6/ 288/   5],             
467,D,0,                      ,D[AR/ 27/161/334]
468,D,0,                      ,D[AR/183/161/334]
469,D,0,                      ,D[AR/124/161/334]
470,D,0,                      ,D[AR/247/161/334]
471,P,0,P[  -4/   0/ 148/  -4],             
472,P,1,P[  -1/   0/ 318/  -1],             
473,D,1,                      ,D[AR/253/161/334]
474,P,0,P[  -2/   6/ 124/  -1],             
475,D,0,                      ,D[FL/265/161/334]
476,D,1,                      ,D[AR/ 27/161/334]
477,D,0,                      ,D[AR/279/161/334]
478,P,0,P[ -17/   8/ 277/ -16],             
479,P,0,P[  -5/  82/ 115/   2],             
480,D,0,                      ,D[AR/221/161/334]
481,P,1,P[  -1/   8/ 226/  -1],             
482,D,0,                      ,D[FL/120/161/334]
483,P,0,P[  -5/  82/ 115/  78],             
484,P,0,P[  -2/   0/ 110/  -2],             
485,P,0,P[ -17/  33/  17/ -15],             
486,P,0,P[ -12/  15/ 272/ -11],             
487,P,0,P[  -6/   9/ 275/   8],             
488,P,0,P[   0/  14/  90/   1],             
489,D,1,                      ,D[IM/214/161/334]
490,P,1,P[  -5/  24/ 239/  20],             
491,D,0,                      ,D[FL/ 75/158/334]
492,P,0,P[  -3/   8/ 291/   7],             
493,P,0,P[  -6/   0/ 173/  -6],             
494,P,1,P[ -16/   0/ 125/ -16],             
495,D,0,                      ,D[FL/205/160/334]
496,P,0,P[  -3/   0/ 224/  -1],             
497,P,1,P[ -15/  49/  15/ -10],             
498,D,0,                      ,D[FL/275/160/334]
499,D,1,                      ,D[AR/243/160/334]
500,P,0,P[  -6/  11/  77/   7],             
501,P,0,P[  -3/   1/  83/  -3],             
502,D,0,                      ,D[FL/285/159/334]
503,P,0,P[ -47/   2/ 281/  -2],             
504,D,0,                      ,D[FL/  7/159/334]
505,D,0,                      ,D[FL/104/159/334]
506,D,0,                      ,D[FL/ 75/159/334]
507,P,1,P[  -3/   1/ 230/  -3],             
508,D,0,                      ,D[FL/196/159/334]
509,P,0,P[ -31/   2/  62/  -1],             
510,D,1,                      ,D[AR/184/159/334]
511,D,0,                      ,D[AR/ 20/159/334]
512,D,0,                      ,D[AR/141/159/334]
513,P,0,P[  -9/   1/ 285/  -9],             
514,D,0,                      ,D[FL/283/159/334]
515,P,0,P[ -31/  18/  31/ -30],             
516,P,1,P[  -3/  11/ 303/  -3],             
517,D,0,                      ,D[AR/177/158/334]
518,D,0,                      ,D[FL/297/158/334]
519,D,0,                      ,D[IM/299/158/334]
520,D,1,                      ,D[AR/  4/158/334]
521,P,1,P[ -12/  84/  12/  74],             
522,P,1,P[   0/   3/ 130/   2],             
523,D,0,                      ,D[FL/282/157/334]
524,P,0,P[  -1/   1/ 137/  -1],             
525,D,0,                      ,D[AR/ 20/157/334]
526,D,0,                      ,D[IM/214/157/334]
527,P,1,P[ -46/   1/  46/ -12],             
528,P,1,P[ -47/   2/ 281/ -46],             
529,D,0,                      ,D[AR/221/157/334]
530,D,1,                      ,D[AR/226/157/334]
531,D,0,                      ,D[AR/301/157/334]
532,D,1,                      ,D[AR/223/157/334]
533,D,0,                      ,D[FL/117/157/334]
534,D,1,                      ,D[AR/ 68/157/334]
535,D,0,                      ,D[FL/195/157/334]
536,P,1,P[  -4/  85/   4/   5],             
537,P,0,P[ -20/   1/ 104/ -20],             
538,D,1,                      ,D[FL/251/157/334]
539,D,1,                      ,D[AR/267/159/334]
540,P,1,P[  -6/   0/ 327/  -1],             
541,D,1,                      ,D[AR/  3/159/334]
542,P,1,P[ -24/  24/  50/  23],             
543,P,0,P[  -7/   0/ 207/  -6],             
544,D,1,                      ,D[FL/173/159/334]
545,D,0,                      ,D[KK/ 44/162/334]
546,P,0,P[  -2/   1/ 318/  -2],             
547,P,1,P[  -1/   1/  77/  -1],             
548,P,0,P[  -1/   0/ 186/  -1],             
549,P,0,P[ -28/  48/  28/ -28],             
550,D,0,                      ,D[AR/130/162/334]
551,P,0,P[  -4/   2/ 265/  -3],             
552,P,0,P[ -19/   6/  71/ -17],             
553,P,1,P[  -2/   7/ 327/  -2],             
554,D,1,                      ,D[AR/ 39/162/334]
555,P,0,P[  -3/   6/ 269/  -3],             
556,P,0,P[  -5/  26/   5/  22],             
557,P,0,P[  -2/   2/ 122/  -2],             
558,D,0,                      ,D[FL/138/162/334]
559,P,0,P[  -6/   8/ 276/   6],             
560,D,1,                      ,D[AR/ 37/162/334]
561,P,1,P[ -17/  70/  17/ -15],             
562,P,0,P[ -56/   2/  56/ -54],             
563,D,1,                      ,D[FL/ 48/162/334]
564,D,0,                      ,D[AR/225/161/334]
565,D,0,                      ,D[FL/ 75/161/334]
566,P,0,P[ -13/  14/ 273/ -12],             
567,P,1,P[ -14/  63/  14/  50],             
568,P,1,P[ -20/  27/  20/  25],             
569,P,0,P[  -2/   0/ 164/  -2],             
570,D,1,                      ,D[AR/124/158/334]
571,D,1,                      ,D[AR/ 12/158/334]
572,P,0,P[  -4/   0/ 130/  -3],             
573,P,1,P[  -5/   0/ 144/  -5],             
574,P,0,P[  -9/  13/ 158/   9],             
575,P,0,P[ -33/   7/ 267/ -31],             
576,D,1,                      ,D[AR/ 40/157/334]
577,P,0,P[  -5/  47/  46/  -4],             
578,D,0,                      ,D[AR/279/157/334]
579,D,1,                      ,D[FL/216/157/334]
580,P,0,P[  -3/  27/ 218/   3],             
581,P,1,P[  -5/  20/ 117/  -5],             
582,D,0,                      ,D[FL/ 12/158/334]
583,D,0,                      ,D[FL/262/158/334]
584,D,0,                      ,D[FL/205/158/334]
585,P,0,P[  -7/ 177/ 103/ 155],             
586,D,0,                      ,D[FL/281/158/334]
587,P,1,P[  -4/   6/ 232/  -3],             
588,P,0,P[  -5/   5/  40/   4],             
589,P,0,P[ -15/  21/  88/  -8],             
590,P,0,P[   0/  25/ 112/   5],             
591,D,1,                      ,D[AR/ 84/158/334]
592,P,0,P[  -6/   0/ 327/  -6],             
593,D,1,                      ,D[AR/ 88/158/334]
