evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
98,P,1,P[  -2/  26/ 221/  -2],             
99,D,0,                      ,D[AR/135/198/334]
100,D,0,                      ,D[KK/ 44/198/334]
101,P,0,P[  -1/   0/ 174/  -1],             
102,D,0,                      ,D[FL/235/198/334]
103,P,1,P[  -5/  10/ 183/  -4],             
104,D,1,                      ,D[AR/ 83/197/334]
105,D,0,                      ,D[FL/ 12/197/334]
106,P,0,P[  -2/   3/ 146/  -2],             
107,P,1,P[  -2/  50/ 109/  -1],             
108,P,1,P[  -3/   0/ 106/  -1],             
109,P,0,P[  -2/   2/ 313/  -2],             
110,P,0,P[ -11/   0/ 216/  -2],             
111,D,1,                      ,D[FL/ 26/197/334]
112,D,1,                      ,D[AR/177/197/334]
113,D,0,                      ,D[FL/166/197/334]
114,P,0,P[ -13/   5/  71/ -13],             
115,P,1,P[  -5/  21/ 145/  19],             
116,P,0,P[  -2/  10/ 323/   9],             
117,P,0,P[  -2/  32/ 239/   4],             
118,D,1,                      ,D[AR/273/197/334]
119,P,1,P[  -6/   2/ 223/   1],             
120,P,0,P[   0/   3/ 307/   2],             
121,D,0,                      ,D[AR/187/197/334]
122,D,0,                      ,D[FL/ 27/197/334]
123,P,0,P[  -5/   1/ 187/  -4],             
124,P,0,P[  -2/   0/ 210/  -2],             
125,D,1,                      ,D[AR/  2/197/334]
126,P,1,P[  -9/  23/ 220/  18],             
127,P,0,P[ -10/   1/  72/  -8],             
128,D,0,                      ,D[AR/222/197/334]
129,P,0,P[ -15/  75/  15/  -1],             
130,D,0,                      ,D[AR/ 65/197/334]
131,D,1,                      ,D[AR/187/197/334]
132,P,1,P[  -2/  36/ 151/   2],             
133,P,0,P[  -4/  41/ 240/   1],             
134,P,1,P[  -3/  55/ 115/  50],             
135,D,0,                      ,D[FL/300/198/334]
136,P,0,P[   0/  11/ 206/  10],             
137,P,0,P[  -3/  17/ 271/  -1],             
138,P,1,P[  -2/  11/ 126/  -2],             
139,D,0,                      ,D[AR/ 59/198/334]
140,P,1,P[ -15/   3/ 128/   1],             
141,D,1,                      ,D[AR/233/198/334]
142,D,0,                      ,D[AR/175/198/334]
143,P,1,P[  -2/   5/ 293/   4],             
144,P,0,P[  -4/   8/ 257/   7],             
145,D,0,                      ,D[AR/  5/198/334]
146,P,0,P[   0/  26/  48/   4],             
147,D,0,                      ,D[FL/258/198/334]
148,P,0,P[  -2/  14/  34/  13],             
149,D,1,                      ,D[FL/213/198/334]
150,D,0,                      ,D[FL/159/200/334]
151,D,1,                      ,D[AR/269/200/334]
152,D,1,                      ,D[AR/267/200/334]
153,D,0,                      ,D[IM/285/200/334]
154,P,1,P[  -1/   9/ 272/  -1],             
155,D,0,                      ,D[FL/209/200/334]
156,P,1,P[  -2/  35/ 150/  28],             
157,D,0,                      ,D[AR/109/202/334]
158,D,0,                      ,D[FL/149/202/334]
159,D,1,                      ,D[AR/129/202/334]
160,D,0,                      ,D[AR/223/202/334]
161,D,0,                      ,D[AR/226/202/334]
162,P,0,P[ -20/   1/  62/  -3],             
163,D,0,                      ,D[FL/281/202/334]
164,D,0,                      ,D[AR/299/202/334]
165,P,1,P[ -25/  43/  25/  33],             
166,D,1,                      ,D[FL/ 95/201/334]
167,D,1,                      ,D[AR/ 11/200/334]
168,P,1,P[  -4/   0/ 235/  -4],             
169,D,0,                      ,D[FL/258/200/334]
170,D,1,                      ,D[IM/ 47/200/334]
171,P,1,P[  -3/  14/ 286/  -3],             
172,D,0,                      ,D[FL/ 91/199/334]
173,D,0,                      ,D[AR/ 40/199/334]
174,P,0,P[ -42/  86/  42/ -39],             
175,D,0,                      ,D[FL/ 70/199/334]
176,P,0,P[  -4/   0/ 314/  -4],             
177,D,1,                      ,D[AR/ 48/199/334]
178,D,1,                      ,D[FL/143/199/334]
179,D,0,                      ,D[FL/ 29/199/334]
180,D,0,                      ,D[AR/273/199/334]
181,D,0,                      ,D[FL/120/199/334]
182,P,1,P[ -13/   0/ 114/  -1],             
183,D,0,                      ,D[AR/202/199/334]
184,D,0,                      ,D[FL/297/199/334]
185,P,0,P[  -6/   9/ 180/   8],             
186,D,1,                      ,D[FL/ 68/199/334]
187,D,0,                      ,D[FL/ 91/199/334]
188,D,1,                      ,D[FL/ 77/199/334]
189,D,1,                      ,D[FL/258/200/334]
190,P,0,P[ -11/   1/ 125/  -9],             
191,P,1,P[   0/   7/ 155/   6],             
192,P,0,P[  -1/ 104/   1/  80],             
193,P,1,P[  -7/   4/ 140/  -6],             
194,P,0,P[   0/  19/ 256/   1],             
195,P,0,P[  -2/   3/ 308/   2],             
196,P,0,P[  -8/  41/ 240/  34],             
197,D,0,                      ,D[AR/256/198/334]
198,D,0,                      ,D[KK/ 44/198/334]
199,D,1,                      ,D[AR/ 11/198/334]
