evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
63,P,0,P[  -1/   4/ 140/   3],             
64,D,0,                      ,D[FL/ 67/192/334]
65,D,0,                      ,D[AR/197/192/334]
66,P,0,P[   0/  15/ 264/  13],             
67,P,0,P[  -2/  12/ 288/  -2],             
68,D,1,                      ,D[IM/277/192/334]
69,P,0,P[  -9/   0/ 292/  -8],             
70,D,1,                      ,D[FL/196/192/334]
71,D,0,                      ,D[AR/ 94/193/334]
72,D,0,                      ,D[AR/ 42/193/334]
73,P,0,P[  -3/   0/ 225/  -1],             
74,D,1,                      ,D[FL/205/193/334]
75,D,0,                      ,D[FL/251/191/334]
76,P,1,P[ -34/  25/  34/  15],             
77,P,0,P[ -28/   1/  65/ -25],             
78,P,0,P[  -1/   6/ 267/  -1],             
79,D,0,                      ,D[FL/ 90/191/334]
80,D,1,                      ,D[AR/ 49/191/334]
81,D,0,                      ,D[FL/214/191/334]
82,D,0,                      ,D[AR/  0/191/334]
83,P,1,P[ -11/   4/ 162/ -11],             
84,P,1,P[ -12/  49/  12/  41],             
85,P,0,P[  -3/   5/ 149/  -3],             
86,P,0,P[  -1/   1/ 105/  -1],             
87,P,0,P[  -2/   0/ 120/  -2],             
88,D,0,                      ,D[AR/ 65/191/334]
89,P,0,P[   0/   7/ 198/   6],             
90,D,0,                      ,D[AR/140/191/334]
91,D,0,                      ,D[AR/197/191/334]
92,D,0,                      ,D[FL/ 54/191/334]
93,P,0,P[  -1/  16/ 107/  15],             
94,P,1,P[  -3/  71/ 136/  65],             
95,D,1,                      ,D[IM/277/190/334]
96,D,0,                      ,D[AR/ 65/190/334]
97,D,1,                      ,D[FL/182/190/334]
98,P,0,P[ -43/  41/  43/ -29],             
99,D,1,                      ,D[AR/151/188/334]
100,D,1,                      ,D[AR/ 12/188/334]
101,P,1,P[   0/  15/ 177/  14],             
102,D,0,                      ,D[AR/307/187/334]
103,D,1,                      ,D[IM/311/187/334]
104,D,0,                      ,D[AR/199/187/334]
105,P,1,P[ -45/  28/  45/ -44],             
106,D,0,                      ,D[IM/306/187/334]
107,D,1,                      ,D[AR/ 87/187/334]
108,D,1,                      ,D[AR/231/187/334]
109,D,0,                      ,D[FL/ 80/187/334]
110,D,1,                      ,D[AR/ 15/187/334]
111,D,1,                      ,D[AR/ 71/185/334]
112,D,0,                      ,D[FL/123/185/334]
113,P,1,P[  -1/   4/  97/  -1],             
114,D,0,                      ,D[AR/248/185/334]
115,P,1,P[ -11/  31/  11/  29],             
116,D,1,                      ,D[FL/182/185/334]
117,D,0,                      ,D[FL/ 52/187/334]
118,D,1,                      ,D[AR/207/187/334]
119,D,0,                      ,D[FL/ 68/187/334]
120,P,1,P[  -2/   0/ 145/  -2],             
121,P,1,P[  -2/   8/ 323/   7],             
122,P,1,P[  -6/  32/ 239/   1],             
123,D,1,                      ,D[AR/278/188/334]
124,P,1,P[  -3/   8/ 295/   6],             
125,D,0,                      ,D[AR/ 41/188/334]
126,D,0,                      ,D[FL/196/188/334]
127,P,0,P[  -1/  31/ 170/  24],             
128,P,1,P[  -7/   2/ 187/  -7],             
129,P,1,P[  -1/   8/ 175/   7],             
130,P,1,P[  -1/   2/ 332/   1],             
131,P,1,P[ -16/  68/ 132/  66],             
132,D,0,                      ,D[AR/290/184/334]
133,P,0,P[ -11/   0/ 122/  -2],             
134,D,1,                      ,D[FL/ 95/184/334]
135,P,1,P[  -4/   0/ 209/  -4],             
136,D,1,                      ,D[FL/305/184/334]
137,D,0,                      ,D[AR/300/183/334]
138,P,0,P[  -3/   2/ 206/   1],             
139,P,0,P[  -1/  25/ 271/   2],             
140,P,0,P[   0/  24/ 175/   4],             
141,P,0,P[  -2/   3/ 290/  -2],             
142,D,0,                      ,D[FL/  7/183/334]
143,D,0,                      ,D[FL/239/183/334]
144,D,0,                      ,D[IM/277/183/334]
145,P,0,P[   0/  11/ 293/  10],             
146,P,0,P[   0/   5/ 257/   4],             
147,D,0,                      ,D[AR/  5/183/334]
148,P,1,P[  -3/   3/ 291/  -3],             
149,P,0,P[  -3/   4/  47/   3],             
150,D,1,                      ,D[AR/126/184/334]
151,P,0,P[  -2/   4/ 168/  -2],             
152,D,0,                      ,D[AR/270/184/334]
153,D,1,                      ,D[AR/289/184/334]
154,P,0,P[  -3/  12/ 272/  11],             
155,D,1,                      ,D[FL/218/184/334]
156,P,1,P[  -1/   0/ 150/  -1],             
157,P,0,P[  -8/  74/   8/  -4],             
158,D,1,                      ,D[FL/159/182/334]
159,D,0,                      ,D[AR/131/182/334]
160,D,0,                      ,D[FL/230/182/334]
161,D,0,                      ,D[FL/ 22/182/334]
162,P,1,P[   0/  54/   0/  51],             
163,D,0,                      ,D[FL/235/182/334]
164,D,1,                      ,D[IM/ 98/182/334]
165,P,0,P[  -1/  30/  25/  25],             
166,D,1,                      ,D[IM/ 93/182/334]
167,P,1,P[  -2/  32/ 235/  30],             
168,D,0,                      ,D[FL/262/180/334]
169,P,0,P[   0/   3/ 187/   2],             
170,D,1,                      ,D[FL/218/180/334]
171,D,0,                      ,D[AR/ 89/181/334]
172,D,1,                      ,D[AR/ 37/181/334]
173,P,1,P[  -2/   3/  42/  -2],             
174,D,0,                      ,D[AR/ 65/182/334]
175,P,0,P[  -2/   0/ 314/  -2],             
176,D,0,                      ,D[AR/ 42/182/334]
177,P,0,P[ -28/   3/ 242/ -25],             
178,P,1,P[  -3/   2/ 291/  -3],             
179,P,0,P[  -3/  13/  90/  11],             
180,D,1,                      ,D[AR/290/181/334]
181,D,0,                      ,D[FL/186/181/334]
182,D,0,                      ,D[FL/ 36/181/334]
183,D,0,                      ,D[FL/217/181/334]
184,D,0,                      ,D[FL/275/181/334]
185,P,0,P[  -1/   1/ 266/  -1],             
186,P,0,P[   0/  19/ 280/   1],             
187,P,1,P[  -1/  13/ 179/   1],             
188,D,1,                      ,D[AR/ 41/181/334]
189,P,0,P[  -1/  23/   1/  18],             
190,P,1,P[  -7/   4/ 182/   2],             
191,D,0,                      ,D[FL/282/181/334]
192,P,0,P[  -9/   0/ 240/  -2],             
193,D,0,                      ,D[FL/260/181/334]
194,P,0,P[  -4/   7/ 235/   5],             
195,D,0,                      ,D[AR/ 12/181/334]
196,P,0,P[  -1/  59/  70/  45],             
197,P,1,P[ -12/   9/  12/ -12],             
198,P,0,P[  -5/  13/ 188/  -4],             
199,D,1,                      ,D[IM/215/181/334]
