evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
42,P,1,P[  -8/   4/ 120/  -7],             
43,P,0,P[ -12/   6/ 276/  -9],             
44,D,0,                      ,D[AR/109/220/334]
45,P,0,P[  -7/   9/   7/  -7],             
46,D,0,                      ,D[FL/143/220/334]
47,P,0,P[ -18/   3/  79/   1],             
48,P,1,P[  -1/   9/ 284/  -1],             
49,P,0,P[   0/  30/ 167/  29],             
50,P,0,P[  -3/   4/ 163/  -3],             
51,P,1,P[  -2/  34/  38/  32],             
52,P,0,P[ -19/   9/ 117/ -12],             
53,P,0,P[ -11/   5/ 147/  -8],             
54,D,1,                      ,D[AR/ 64/218/334]
55,P,0,P[  -1/   0/ 300/  -1],             
56,P,0,P[   0/   4/ 290/   1],             
57,D,1,                      ,D[FL/126/219/334]
58,D,0,                      ,D[IM/114/219/334]
59,P,0,P[ -39/  44/  39/  36],             
60,D,0,                      ,D[FL/287/219/334]
61,D,1,                      ,D[AR/269/219/334]
62,D,1,                      ,D[AR/ 65/219/334]
63,D,1,                      ,D[AR/105/217/334]
64,P,0,P[  -9/   1/ 178/  -9],             
65,P,1,P[ -14/  86/  14/  -4],             
66,P,1,P[ -10/  90/  10/  -6],             
67,P,1,P[  -6/   0/ 203/  -6],             
68,D,0,                      ,D[AR/ 87/216/334]
69,D,1,                      ,D[FL/ 30/216/334]
70,P,0,P[   0/   4/  93/   3],             
71,P,1,P[ -34/  38/  34/  37],             
72,D,0,                      ,D[FL/218/214/334]
73,D,0,                      ,D[FL/ 92/214/334]
74,P,1,P[ -20/  13/ 246/ -19],             
75,D,0,                      ,D[AR/  1/214/334]
76,P,1,P[ -15/   2/  58/ -12],             
77,D,0,                      ,D[AR/  9/215/334]
78,P,1,P[  -1/   2/  57/  -1],             
79,P,0,P[ -10/   8/ 152/   6],             
80,P,1,P[ -19/   4/ 198/   2],             
81,D,1,                      ,D[FL/136/215/334]
82,D,1,                      ,D[AR/185/215/334]
83,P,1,P[  -3/  41/ 139/  36],             
84,P,1,P[   0/  76/   0/   5],             
85,P,1,P[  -2/   2/ 184/  -2],             
86,D,1,                      ,D[AR/ 58/212/334]
87,D,0,                      ,D[AR/289/212/334]
88,P,0,P[ -18/   0/  43/ -15],             
89,D,0,                      ,D[IM/141/212/334]
90,P,0,P[  -7/   2/ 156/   1],             
91,D,0,                      ,D[AR/299/212/334]
92,P,1,P[ -18/  12/  65/   9],             
93,P,0,P[  -7/   8/ 270/  -6],             
94,D,0,                      ,D[AR/ 38/212/334]
95,D,0,                      ,D[FL/ 90/212/334]
96,D,0,                      ,D[AR/233/212/334]
97,D,0,                      ,D[FL/171/212/334]
98,D,0,                      ,D[FL/ 72/212/334]
99,P,1,P[ -13/   0/ 237/ -11],             
100,P,1,P[  -8/   4/ 279/   2],             
101,P,0,P[  -1/   2/ 180/   1],             
102,D,1,                      ,D[AR/ 38/209/334]
103,D,0,                      ,D[AR/  1/209/334]
104,D,0,                      ,D[AR/177/209/334]
105,P,1,P[ -28/  16/  28/ -28],             
106,D,0,                      ,D[AR/151/209/334]
107,P,0,P[  -1/   1/ 284/  -1],             
108,P,0,P[  -8/   0/ 239/  -1],             
109,P,1,P[  -5/   6/  89/   4],             
110,D,0,                      ,D[AR/ 93/208/334]
111,D,1,                      ,D[FL/ 11/208/334]
112,D,0,                      ,D[AR/270/206/334]
113,P,1,P[  -4/   2/ 223/   1],             
114,P,0,P[  -3/   0/ 307/  -1],             
115,D,1,                      ,D[AR/182/206/334]
116,P,1,P[ -12/  60/  12/  -2],             
117,P,1,P[  -4/   0/ 187/  -4],             
118,P,1,P[  -3/  40/ 210/   1],             
119,D,0,                      ,D[AR/  2/206/334]
120,P,1,P[  -3/   0/ 220/  -1],             
121,P,1,P[  -1/  26/  72/   3],             
122,D,0,                      ,D[AR/222/206/334]
123,P,0,P[ -15/  43/  15/  -6],             
124,D,1,                      ,D[IM/ 53/206/334]
125,D,1,                      ,D[AR/ 19/206/334]
126,P,1,P[ -10/   8/ 151/  -8],             
127,P,0,P[ -32/   3/  79/ -30],             
128,P,1,P[  -4/  39/ 211/  -4],             
129,D,0,                      ,D[AR/253/205/334]
130,D,1,                      ,D[AR/ 54/205/334]
131,D,0,                      ,D[FL/ 34/205/334]
132,P,1,P[ -39/   5/ 175/ -31],             
133,P,0,P[  -1/  20/ 191/   4],             
134,D,0,                      ,D[FL/264/208/334]
135,D,0,                      ,D[FL/136/208/334]
136,D,0,                      ,D[FL/ 52/208/334]
137,P,1,P[   0/   3/ 257/   2],             
138,D,1,                      ,D[AR/  5/208/334]
139,P,0,P[ -12/   0/ 333/ -12],             
140,D,0,                      ,D[AR/243/208/334]
141,P,1,P[ -28/   5/  48/ -23],             
142,D,1,                      ,D[AR/253/208/334]
143,D,1,                      ,D[FL/ 33/208/334]
144,D,0,                      ,D[FL/216/208/334]
145,D,1,                      ,D[IM/149/208/334]
146,D,0,                      ,D[FL/260/208/334]
147,D,0,                      ,D[AR/179/208/334]
148,D,0,                      ,D[IM/ 72/208/334]
149,P,1,P[  -5/   3/  72/  -5],             
150,P,0,P[ -11/   0/ 150/  -2],             
151,D,0,                      ,D[FL/ 99/208/334]
152,D,0,                      ,D[IM/141/208/334]
153,P,0,P[  -9/   1/ 216/  -8],             
154,D,0,                      ,D[FL/ 22/208/334]
155,P,1,P[   0/  45/   0/  42],             
156,D,0,                      ,D[FL/229/208/334]
157,P,1,P[  -8/   6/ 223/   3],             
158,P,0,P[ -30/  27/  30/ -30],             
159,D,1,                      ,D[AR/ 14/208/334]
160,D,1,                      ,D[AR/116/208/334]
161,D,1,                      ,D[AR/ 62/208/334]
162,D,0,                      ,D[FL/184/209/334]
163,D,0,                      ,D[AR/243/209/334]
164,P,0,P[  -2/   6/ 187/   5],             
165,D,1,                      ,D[FL/208/209/334]
166,P,0,P[ -16/   0/ 291/  -1],             
167,P,0,P[ -72/   7/  72/ -12],             
168,D,0,                      ,D[FL/162/210/334]
169,P,0,P[  -5/   4/ 116/  -5],             
170,D,0,                      ,D[FL/ 26/210/334]
171,D,1,                      ,D[FL/219/210/334]
172,P,0,P[  -7/  10/  90/   7],             
173,D,1,                      ,D[AR/289/209/334]
174,D,0,                      ,D[AR/178/209/334]
175,D,0,                      ,D[IM/ 36/209/334]
176,D,1,                      ,D[AR/230/209/334]
177,P,1,P[  -3/  20/ 266/  16],             
178,P,1,P[  -2/   1/ 312/  -2],             
179,P,1,P[  -2/   9/  84/  -2],             
180,P,1,P[  -1/  15/   1/  11],             
181,P,1,P[  -5/   2/ 140/  -5],             
182,P,1,P[  -1/   2/ 256/  -1],             
183,P,0,P[  -1/   0/ 289/  -1],             
184,D,1,                      ,D[AR/ 90/206/334]
185,P,0,P[  -1/   8/ 326/   7],             
186,P,0,P[  -1/   6/ 149/   5],             
187,P,0,P[  -1/   0/ 201/  -1],             
188,P,0,P[ -18/   0/  44/  -3],             
189,D,1,                      ,D[AR/  9/206/334]
190,D,1,                      ,D[FL/ 95/206/334]
191,P,1,P[  -2/   1/ 299/  -2],             
192,P,1,P[  -2/   2/ 217/  -2],             
193,D,1,                      ,D[AR/267/209/334]
194,P,0,P[ -11/   5/ 260/ -11],             
195,P,0,P[  -3/  31/ 228/  -3],             
196,D,1,                      ,D[AR/198/209/334]
197,D,0,                      ,D[FL/216/210/334]
198,P,0,P[  -6/   1/ 147/  -6],             
199,P,1,P[ -25/  18/  25/ -16],             
